query_name,fastest_total_time_s,fastest_source,status,sweep_param,sweep_value,total_time_all_three,total_time_ce_jn,total_time_cm_jn,total_time_jn
q1-001.sql,0.014338,ce_jn,success,tee_join_enumerator.jn_rmp_weight,4.0,0.018519,0.014338,0.019542,0.020076
q1-002.sql,0.015965,all_three,success,tee_join_enumerator.jn_rmp_weight,4.0,0.015965,0.017258000000000003,0.017548,0.016905
q1-003.sql,0.016739,ce_jn,success,tee_join_enumerator.jn_rmp_weight,4.0,0.017146,0.016739,0.018626,0.018335
q1-004.sql,0.016581000000000002,ce_jn,success,tee_join_enumerator.jn_rmp_weight,4.0,0.025683,0.016581000000000002,0.023563,0.018726
q1-005.sql,0.01653,ce_jn,success,tee_join_enumerator.jn_rmp_weight,4.0,0.017546,0.01653,0.017853,0.017013999999999998
q1-006.sql,0.014227,ce_jn,success,tee_join_enumerator.jn_rmp_weight,4.0,0.019922,0.014227,0.018421999999999997,0.01556
q1-007.sql,0.012078,jn,success,tee_join_enumerator.jn_rmp_weight,4.0,0.014722,0.017465,0.018508,0.012078
q1-008.sql,0.012186,jn,success,tee_join_enumerator.jn_rmp_weight,4.0,0.017596,0.016768,0.017936999999999998,0.012186
q1-009.sql,0.015692,jn,success,tee_join_enumerator.jn_rmp_weight,4.0,0.020391,0.017981999999999998,0.019032000000000004,0.015692
q1-010.sql,0.015867,jn,success,tee_join_enumerator.jn_rmp_weight,4.0,0.025955,0.018341999999999997,0.033122000000000006,0.015867
q10-001.sql,0.19824,jn,success,tee_join_enumerator.jn_rmp_weight,4.0,0.215507,0.21844000000000002,0.21126299999999998,0.19824
q10-002.sql,0.206136,cm_jn,success,tee_join_enumerator.jn_rmp_weight,4.0,0.20690199999999997,0.206181,0.206136,0.209469
q10-003.sql,0.17699399999999998,ce_jn,success,tee_join_enumerator.jn_rmp_weight,4.0,0.18131699999999998,0.17699399999999998,0.181821,0.185051
q10-004.sql,0.178421,ce_jn,success,tee_join_enumerator.jn_rmp_weight,4.0,0.18804200000000001,0.178421,0.18140799999999999,0.18126000000000003
q10-005.sql,0.178551,ce_jn,success,tee_join_enumerator.jn_rmp_weight,4.0,0.18713400000000002,0.178551,0.18301599999999998,0.183402
q10-006.sql,0.18215,ce_jn,success,tee_join_enumerator.jn_rmp_weight,4.0,0.186373,0.18215,0.187523,0.184465
q10-007.sql,0.234372,ce_jn,success,tee_join_enumerator.jn_rmp_weight,4.0,0.24239,0.234372,0.242393,0.253815
q10-008.sql,0.247281,ce_jn,success,tee_join_enumerator.jn_rmp_weight,4.0,0.252913,0.247281,0.255346,0.259114
q10-009.sql,0.175537,jn,success,tee_join_enumerator.jn_rmp_weight,4.0,0.194225,0.182591,0.180281,0.175537
q10-010.sql,0.33532,ce_jn,success,tee_join_enumerator.jn_rmp_weight,4.0,0.34279399999999993,0.33532,0.346912,0.40302400000000005
q11-001.sql,1.466934,all_three,success,tee_join_enumerator.jn_rmp_weight,4.0,1.466934,1.592887,1.597897,1.52382
q11-002.sql,0.045084,jn,success,tee_join_enumerator.jn_rmp_weight,4.0,0.049834,0.059823999999999995,0.045131,0.045084
q11-003.sql,0.059532,all_three,success,tee_join_enumerator.jn_rmp_weight,4.0,0.059532,0.064671,0.072278,0.07517599999999999
q11-004.sql,1.203382,all_three,success,tee_join_enumerator.jn_rmp_weight,4.0,1.203382,1.352428,1.341405,1.372808
q11-005.sql,0.049408,all_three,success,tee_join_enumerator.jn_rmp_weight,4.0,0.049408,0.059734,0.05133900000000001,0.056571
q11-006.sql,0.445835,all_three,success,tee_join_enumerator.jn_rmp_weight,4.0,0.445835,0.4629,0.558954,0.514274
