query_name,fastest_total_time_s,fastest_source,status,sweep_param,sweep_value,total_time_all_three,total_time_ce_jn,total_time_cm_jn,total_time_jn
q1-001.sql,0.016497,all_three,success,tee_join_enumerator.jn_tax_level_limit,4,0.016497,0.017284,0.016586999999999998,0.016657
q1-002.sql,0.014459,jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.015580000000000002,0.018784000000000002,0.018476,0.014459
q1-003.sql,0.012979000000000001,all_three,success,tee_join_enumerator.jn_tax_level_limit,4,0.012979000000000001,0.01753,0.018621,0.016405
q1-004.sql,0.019208,jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.021932000000000004,0.021914,0.024832,0.019208
q1-005.sql,0.012078,jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.019351,0.012213,0.019768,0.012078
q1-006.sql,0.016612,jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.017322999999999998,0.018636,0.017652,0.016612
q1-007.sql,0.016623,jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.018259,0.017209,0.017409,0.016623
q1-008.sql,0.016406,jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.017706,0.018327,0.018233,0.016406
q1-009.sql,0.016055,jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.023014,0.018672,0.016958,0.016055
q1-010.sql,0.017412,jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.039099,0.018316000000000002,0.031899000000000004,0.017412
q10-001.sql,0.431816,ce_jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.43891699999999995,0.431816,0.450208,0.45548299999999997
q10-002.sql,0.432531,all_three,success,tee_join_enumerator.jn_tax_level_limit,4,0.432531,0.43576,0.45078399999999996,0.44783799999999996
q10-003.sql,0.39749,cm_jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.41288,0.41088800000000003,0.39749,0.430931
q10-004.sql,0.40928200000000003,ce_jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.413392,0.40928200000000003,0.414937,0.439234
q10-005.sql,0.42135900000000004,cm_jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.423702,0.43613599999999997,0.42135900000000004,0.441177
q10-006.sql,0.404938,cm_jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.431353,0.415842,0.404938,0.416695
q10-007.sql,0.449352,ce_jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.45624699999999996,0.449352,0.474422,0.500734
q10-008.sql,0.576758,all_three,success,tee_join_enumerator.jn_tax_level_limit,4,0.576758,0.6009899999999999,0.603104,0.628016
q10-009.sql,0.403387,all_three,success,tee_join_enumerator.jn_tax_level_limit,4,0.403387,0.41731599999999996,0.409486,0.407118
q10-010.sql,0.597218,all_three,success,tee_join_enumerator.jn_tax_level_limit,4,0.597218,0.610676,0.61445,0.7115069999999999
q11-001.sql,1.4512369999999999,all_three,success,tee_join_enumerator.jn_tax_level_limit,4,1.4512369999999999,1.666456,1.568913,1.6464439999999998
q11-002.sql,0.039778,ce_jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.0439,0.039778,0.049918000000000004,0.059734999999999996
q11-003.sql,0.063334,all_three,success,tee_join_enumerator.jn_tax_level_limit,4,0.063334,0.076253,0.074762,0.07800900000000001
q11-004.sql,1.309678,jn,success,tee_join_enumerator.jn_tax_level_limit,4,1.315932,1.4021810000000001,1.398463,1.309678
q11-005.sql,0.049092000000000004,all_three,success,tee_join_enumerator.jn_tax_level_limit,4,0.049092000000000004,0.058977999999999996,0.050045,0.061720000000000004
q11-006.sql,0.482634,all_three,success,tee_join_enumerator.jn_tax_level_limit,4,0.482634,0.509915,0.533067,0.520866
q11-007.sql,0.184027,jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.19846599999999998,0.24330000000000002,0.225188,0.184027
q11-008.sql,0.11141899999999999,all_three,success,tee_join_enumerator.jn_tax_level_limit,4,0.11141899999999999,0.14327499999999999,0.123974,0.136888
