query_name,fastest_total_time_s,fastest_source,status,sweep_param,sweep_value,total_time_all_three,total_time_ce_jn,total_time_cm_jn,total_time_jn
q1-001.sql,0.018031,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.018031,0.018705,0.021261000000000002,0.018595
q1-002.sql,0.013552000000000002,cm_jn,success,tee_join_enumerator.jn_io_weight,5.0,0.016016,0.018108,0.013552000000000002,0.018063
q1-003.sql,0.015484000000000001,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.015484000000000001,0.018285000000000003,0.017055,0.020336000000000003
q1-004.sql,0.016339,jn,success,tee_join_enumerator.jn_io_weight,5.0,0.018806999999999997,0.017945,0.023139,0.016339
q1-005.sql,0.016725999999999998,jn,success,tee_join_enumerator.jn_io_weight,5.0,0.017952,0.017584,0.01925,0.016725999999999998
q1-006.sql,0.013248999999999999,cm_jn,success,tee_join_enumerator.jn_io_weight,5.0,0.016145,0.017196999999999997,0.013248999999999999,0.017213
q1-007.sql,0.012047,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.012047,0.017469,0.016354,0.012764999999999999
q1-008.sql,0.014328,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.014328,0.018352,0.015976999999999998,0.016679
q1-009.sql,0.015229999999999999,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.015229999999999999,0.018272,0.015363,0.016289
q1-010.sql,0.014814,jn,success,tee_join_enumerator.jn_io_weight,5.0,0.023160000000000004,0.016477000000000002,0.027677,0.014814
q10-001.sql,0.199339,jn,success,tee_join_enumerator.jn_io_weight,5.0,0.208427,0.20619700000000002,0.19968,0.199339
q10-002.sql,0.203214,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.203214,0.20355399999999998,0.218271,0.21053999999999998
q10-003.sql,0.17172199999999999,ce_jn,success,tee_join_enumerator.jn_io_weight,5.0,0.176576,0.17172199999999999,0.17990299999999998,0.186167
q10-004.sql,0.179844,ce_jn,success,tee_join_enumerator.jn_io_weight,5.0,0.18215000000000003,0.179844,0.18487499999999998,0.180309
q10-005.sql,0.179743,ce_jn,success,tee_join_enumerator.jn_io_weight,5.0,0.18093199999999998,0.179743,0.18495,0.18378699999999998
q10-006.sql,0.17502900000000002,ce_jn,success,tee_join_enumerator.jn_io_weight,5.0,0.18527100000000002,0.17502900000000002,0.18178599999999998,0.193117
q10-007.sql,0.23718899999999998,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.23718899999999998,0.23761,0.23933500000000002,0.247552
q10-008.sql,0.244913,ce_jn,success,tee_join_enumerator.jn_io_weight,5.0,0.250792,0.244913,0.260611,0.25784
q10-009.sql,0.173788,ce_jn,success,tee_join_enumerator.jn_io_weight,5.0,0.190459,0.173788,0.18446700000000002,0.18298400000000004
q10-010.sql,0.330001,ce_jn,success,tee_join_enumerator.jn_io_weight,5.0,0.34638800000000003,0.330001,0.354608,0.42644299999999996
q11-001.sql,1.483701,all_three,success,tee_join_enumerator.jn_io_weight,5.0,1.483701,1.518937,1.595937,1.583569
q11-002.sql,0.045462,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.045462,0.052287,0.054615,0.045825
q11-003.sql,0.065332,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.065332,0.080985,0.086243,0.08663699999999999
q11-004.sql,1.2085650000000001,all_three,success,tee_join_enumerator.jn_io_weight,5.0,1.2085650000000001,1.217272,1.386053,1.319282
q11-005.sql,0.047386,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.047386,0.080606,0.050017,0.085958
q11-006.sql,0.394087,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.394087,0.5224260000000001,0.5729730000000001,0.508532
q11-007.sql,0.210143,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.210143,0.216315,0.224569,0.21226399999999998
q11-008.sql,0.10601100000000001,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.10601100000000001,0.14935700000000002,0.129924,0.14598299999999997
q11-009.sql,0.040242,jn,success,tee_join_enumerator.jn_io_weight,5.0,0.069711,0.041155,0.08278300000000001,0.040242
q11-010.sql,0.20511700000000002,cm_jn,success,tee_join_enumerator.jn_io_weight,5.0,0.251454,0.23807599999999998,0.20511700000000002,0.26328199999999996
q12-001.sql,0.9735520000000001,ce_jn,success,tee_join_enumerator.jn_io_weight,5.0,1.070642,0.9735520000000001,1.1937680000000002,0.989086
q12-002.sql,0.09297699999999999,jn,success,tee_join_enumerator.jn_io_weight,5.0,0.403144,0.093571,0.101685,0.09297699999999999
q12-003.sql,0.114198,ce_jn,success,tee_join_enumerator.jn_io_weight,5.0,0.591497,0.114198,0.122414,0.114893
q12-004.sql,0.67506,jn,success,tee_join_enumerator.jn_io_weight,5.0,1.734328,0.67838,0.774312,0.67506
q12-005.sql,0.042313,ce_jn,success,tee_join_enumerator.jn_io_weight,5.0,0.10659199999999999,0.042313,0.0566,0.043282
q12-006.sql,0.6886580000000001,ce_jn,success,tee_join_enumerator.jn_io_weight,5.0,3.431467,0.6886580000000001,1.068201,0.8657879999999999
q12-007.sql,0.31009,jn,success,tee_join_enumerator.jn_io_weight,5.0,0.37367,0.33045800000000003,0.34129800000000005,0.31009
q12-008.sql,0.5371,cm_jn,success,tee_join_enumerator.jn_io_weight,5.0,0.965416,0.556574,0.5371,0.652852
q12-009.sql,0.9903620000000001,ce_jn,success,tee_join_enumerator.jn_io_weight,5.0,1.1072060000000001,0.9903620000000001,1.038122,1.035735
q12-010.sql,5.917663000000001,ce_jn,success,tee_join_enumerator.jn_io_weight,5.0,10.032876000000002,5.917663000000001,7.504041000000001,6.300508
q13-001.sql,0.49204899999999996,ce_jn,success,tee_join_enumerator.jn_io_weight,5.0,0.921437,0.49204899999999996,0.888206,0.536983
q13-002.sql,7.558146,cm_jn,success,tee_join_enumerator.jn_io_weight,5.0,7.918879,23.8275,7.558146,8.332564
q13-003.sql,1.543436,jn,success,tee_join_enumerator.jn_io_weight,5.0,9.262456,11.546294000000001,9.39896,1.543436
q13-004.sql,4.9880830000000005,jn,success,tee_join_enumerator.jn_io_weight,5.0,54.231773,60.0,60.0,4.9880830000000005
q13-005.sql,60.0,all_three,error,tee_join_enumerator.jn_io_weight,5.0,60.0,60.0,60.0,60.0
q13-006.sql,7.883044,ce_jn,success,tee_join_enumerator.jn_io_weight,5.0,33.033096,7.883044,40.812777000000004,16.615623999999997
q13-007.sql,1.8920880000000002,cm_jn,success,tee_join_enumerator.jn_io_weight,5.0,3.6589830000000005,5.234645,1.8920880000000002,2.918684
q13-008.sql,2.740257,jn,success,tee_join_enumerator.jn_io_weight,5.0,60.0,60.0,16.989603999999996,2.740257
q13-009.sql,19.441872999999998,cm_jn,success,tee_join_enumerator.jn_io_weight,5.0,60.0,48.773996000000004,19.441872999999998,48.050934000000005
q13-010.sql,0.267335,jn,success,tee_join_enumerator.jn_io_weight,5.0,0.533432,0.276194,0.517697,0.267335
q14-001.sql,60.0,all_three,error,tee_join_enumerator.jn_io_weight,5.0,60.0,60.0,60.0,60.0
q14-002.sql,0.7100000000000001,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.7100000000000001,1.7443689999999998,0.774884,1.874057
q14-003.sql,60.0,all_three,error,tee_join_enumerator.jn_io_weight,5.0,60.0,60.0,60.0,60.0
q14-004.sql,3.965469,jn,success,tee_join_enumerator.jn_io_weight,5.0,4.186709,5.474683,4.019378,3.965469
q14-005.sql,0.620856,jn,success,tee_join_enumerator.jn_io_weight,5.0,60.0,60.0,0.669884,0.620856
q14-006.sql,60.0,all_three,error,tee_join_enumerator.jn_io_weight,5.0,60.0,60.0,60.0,60.0
q14-007.sql,60.0,all_three,error,tee_join_enumerator.jn_io_weight,5.0,60.0,60.0,60.0,60.0
q14-008.sql,0.151899,jn,success,tee_join_enumerator.jn_io_weight,5.0,0.164835,0.157061,0.189225,0.151899
q14-009.sql,6.756963,jn,success,tee_join_enumerator.jn_io_weight,5.0,7.056024000000001,7.258388999999999,6.960434,6.756963
q14-010.sql,60.0,all_three,error,tee_join_enumerator.jn_io_weight,5.0,60.0,60.0,60.0,60.0
q15-001.sql,0.788506,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.788506,0.8319869999999999,0.956898,0.814138
q15-002.sql,0.612795,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.612795,1.207858,0.6500889999999999,1.2216660000000001
q15-003.sql,0.490889,ce_jn,success,tee_join_enumerator.jn_io_weight,5.0,3.096605,0.490889,0.558215,0.53183
q15-004.sql,0.24318299999999998,jn,success,tee_join_enumerator.jn_io_weight,5.0,0.32617,0.275594,0.312528,0.24318299999999998
q15-005.sql,0.09304299999999999,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.09304299999999999,0.22892400000000002,0.19140800000000002,0.218023
q15-006.sql,0.165028,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.165028,0.270428,0.180787,0.266104
q15-007.sql,0.08436099999999999,ce_jn,success,tee_join_enumerator.jn_io_weight,5.0,0.295258,0.08436099999999999,0.384897,0.087444
q15-008.sql,0.19369799999999998,ce_jn,success,tee_join_enumerator.jn_io_weight,5.0,0.196011,0.19369799999999998,0.381853,0.21573499999999998
q15-009.sql,0.175583,jn,success,tee_join_enumerator.jn_io_weight,5.0,1.154652,0.17619500000000002,0.944427,0.175583
q15-010.sql,0.077974,jn,success,tee_join_enumerator.jn_io_weight,5.0,0.145031,0.106564,0.11719,0.077974
q16-001.sql,0.314916,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.314916,0.614864,0.330794,0.6302180000000001
q16-002.sql,0.304313,cm_jn,success,tee_join_enumerator.jn_io_weight,5.0,0.315269,1.21983,0.304313,1.222651
q16-003.sql,0.137867,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.137867,0.7227699999999999,0.5836919999999999,0.657486
q16-004.sql,1.1629200000000002,all_three,success,tee_join_enumerator.jn_io_weight,5.0,1.1629200000000002,5.126741,3.744751,5.156084
q16-005.sql,0.248723,cm_jn,success,tee_join_enumerator.jn_io_weight,5.0,0.26227700000000004,0.58841,0.248723,0.5863100000000001
q16-006.sql,0.08466,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.08466,0.27896699999999996,0.233437,0.27631900000000004
q16-007.sql,0.13916599999999998,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.13916599999999998,0.158208,0.343418,0.16560200000000003
q16-008.sql,0.220651,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.220651,0.24979,1.128402,1.426717
q16-009.sql,0.079705,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.079705,0.08061299999999999,0.21367,0.219785
q16-010.sql,0.072692,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.072692,0.07421900000000001,0.348173,0.07697499999999999
q2-001.sql,60.0,all_three,error,tee_join_enumerator.jn_io_weight,5.0,60.0,60.0,60.0,60.0
q2-002.sql,60.0,all_three,error,tee_join_enumerator.jn_io_weight,5.0,60.0,60.0,60.0,60.0
q2-003.sql,1.607028,ce_jn,success,tee_join_enumerator.jn_io_weight,5.0,2.268615,1.607028,60.0,60.0
