query_name,fastest_total_time_s,fastest_source,status,sweep_param,sweep_value,total_time_all_three,total_time_ce_jn,total_time_cm_jn,total_time_jn
q1-001.sql,0.021740999999999996,cm_jn,success,tee_join_enumerator.jn_io_weight,1.0,0.042011999999999994,0.031473,0.021740999999999996,0.028010999999999998
q1-002.sql,0.010956,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,0.024205,0.010956,0.018196,0.015151
q1-003.sql,0.010921,cm_jn,success,tee_join_enumerator.jn_io_weight,1.0,0.013956999999999999,0.016784,0.010921,0.015553
q1-004.sql,0.010834,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,0.325237,0.010834,0.029198,0.015246000000000001
q1-005.sql,0.015923,jn,success,tee_join_enumerator.jn_io_weight,1.0,0.149151,0.015984,0.023568000000000002,0.015923
q1-006.sql,0.014951,cm_jn,success,tee_join_enumerator.jn_io_weight,1.0,0.037378999999999996,0.017699000000000003,0.014951,0.016444
q1-007.sql,0.011075000000000002,jn,success,tee_join_enumerator.jn_io_weight,1.0,0.022193,0.014813,0.013247000000000002,0.011075000000000002
q1-008.sql,0.015181,jn,success,tee_join_enumerator.jn_io_weight,1.0,0.051258,0.01634,0.017682999999999997,0.015181
q1-009.sql,0.015112,jn,success,tee_join_enumerator.jn_io_weight,1.0,0.021372999999999996,0.016305,0.016847,0.015112
q1-010.sql,0.011426,jn,success,tee_join_enumerator.jn_io_weight,1.0,0.9591839999999999,0.013958,0.042488,0.011426
q10-001.sql,0.22902,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,0.40632300000000005,0.22902,0.231557,0.23767300000000002
q10-002.sql,0.21406,cm_jn,success,tee_join_enumerator.jn_io_weight,1.0,0.24509999999999998,0.220356,0.21406,0.24148
q10-003.sql,0.18079099999999998,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,0.18583999999999998,0.18079099999999998,0.192581,0.18436299999999997
q10-004.sql,0.18967699999999998,jn,success,tee_join_enumerator.jn_io_weight,1.0,0.19726900000000003,0.192715,0.19868,0.18967699999999998
q10-005.sql,0.183447,jn,success,tee_join_enumerator.jn_io_weight,1.0,0.187413,0.18923800000000002,0.184669,0.183447
q10-006.sql,0.18112299999999998,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,0.204898,0.18112299999999998,0.18393299999999999,0.18383300000000002
q10-007.sql,0.24266500000000002,cm_jn,success,tee_join_enumerator.jn_io_weight,1.0,0.303371,0.24431,0.24266500000000002,0.262415
q10-008.sql,0.249981,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,0.769347,0.249981,0.255531,0.287188
q10-009.sql,0.181673,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,0.197053,0.181673,0.190275,0.19073
q10-010.sql,0.34116099999999994,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,0.634411,0.34116099999999994,0.348563,0.425383
q11-001.sql,1.607205,cm_jn,success,tee_join_enumerator.jn_io_weight,1.0,31.194124,1.850019,1.607205,1.7844419999999999
q11-002.sql,0.050431000000000004,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,0.111361,0.050431000000000004,0.055172,0.058566
q11-003.sql,0.065051,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,0.147992,0.065051,0.086004,0.068411
q11-004.sql,1.176977,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,27.384943,1.176977,1.3767070000000001,1.311033
q11-005.sql,0.053480999999999994,cm_jn,success,tee_join_enumerator.jn_io_weight,1.0,0.110177,0.060221,0.053480999999999994,0.068194
q11-006.sql,0.508694,jn,success,tee_join_enumerator.jn_io_weight,1.0,7.80279,0.611354,0.5628989999999999,0.508694
q11-007.sql,0.190817,cm_jn,success,tee_join_enumerator.jn_io_weight,1.0,1.802279,0.21478,0.190817,0.210675
q11-008.sql,0.13819599999999999,jn,success,tee_join_enumerator.jn_io_weight,1.0,0.34010199999999996,0.13991599999999998,0.146757,0.13819599999999999
q11-009.sql,0.038317,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,0.17829499999999998,0.038317,0.08533400000000001,0.041496
q11-010.sql,0.214214,jn,success,tee_join_enumerator.jn_io_weight,1.0,2.1547940000000003,0.218249,0.27892500000000003,0.214214
q12-001.sql,0.9633039999999999,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,2.06655,0.9633039999999999,1.1663229999999998,0.995128
q12-002.sql,0.09306,jn,success,tee_join_enumerator.jn_io_weight,1.0,11.324172,0.098582,0.112152,0.09306
q12-003.sql,0.103832,jn,success,tee_join_enumerator.jn_io_weight,1.0,10.239419999999999,0.11668099999999999,0.125796,0.103832
q12-004.sql,0.6389180000000001,jn,success,tee_join_enumerator.jn_io_weight,1.0,21.431918999999997,0.69135,0.78022,0.6389180000000001
q12-005.sql,0.043803,jn,success,tee_join_enumerator.jn_io_weight,1.0,2.2901650000000005,0.044545999999999995,0.04880500000000001,0.043803
q12-006.sql,0.674118,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,41.58986300000001,0.674118,1.051589,0.8741359999999999
q12-007.sql,0.30827899999999997,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,3.5585799999999996,0.30827899999999997,0.318294,0.313485
q12-008.sql,0.502589,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,10.408047999999999,0.502589,0.525909,0.65757
q12-009.sql,0.988244,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,3.5937539999999997,0.988244,0.9896739999999999,1.011972
q12-010.sql,6.110523999999999,jn,success,tee_join_enumerator.jn_io_weight,1.0,60.0,7.896796,7.453053000000001,6.110523999999999
q13-001.sql,0.43954499999999996,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,4.765909,0.43954499999999996,0.9127310000000001,0.531956
q13-002.sql,7.562355000000001,cm_jn,success,tee_join_enumerator.jn_io_weight,1.0,9.099563,24.608752999999997,7.562355000000001,9.004020999999998
q13-003.sql,1.840384,jn,success,tee_join_enumerator.jn_io_weight,1.0,11.579927999999999,11.990628000000001,9.411609,1.840384
q13-004.sql,5.07294,jn,success,tee_join_enumerator.jn_io_weight,1.0,48.927301,60.0,55.154516,5.07294
q13-005.sql,60.0,all_three,error,tee_join_enumerator.jn_io_weight,1.0,60.0,60.0,60.0,60.0
q13-006.sql,11.712159,jn,success,tee_join_enumerator.jn_io_weight,1.0,45.605945999999996,15.126017000000001,33.702082000000004,11.712159
q13-007.sql,2.0146319999999998,cm_jn,success,tee_join_enumerator.jn_io_weight,1.0,2.589897,2.904843,2.0146319999999998,2.9949389999999996
q13-008.sql,2.83208,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,20.904155,2.83208,17.170671999999996,2.8451619999999997
q13-009.sql,21.915260000000004,cm_jn,success,tee_join_enumerator.jn_io_weight,1.0,60.0,55.756285,21.915260000000004,54.997288
q13-010.sql,0.263905,jn,success,tee_join_enumerator.jn_io_weight,1.0,1.120415,0.278749,0.5024109999999999,0.263905
q14-001.sql,60.0,all_three,error,tee_join_enumerator.jn_io_weight,1.0,60.0,60.0,60.0,60.0
q14-002.sql,0.7560910000000001,cm_jn,success,tee_join_enumerator.jn_io_weight,1.0,3.57605,1.782463,0.7560910000000001,1.8767639999999999
q14-003.sql,60.0,all_three,error,tee_join_enumerator.jn_io_weight,1.0,60.0,60.0,60.0,60.0
q14-004.sql,3.906899,jn,success,tee_join_enumerator.jn_io_weight,1.0,4.092831,5.747746,4.083111000000001,3.906899
q14-005.sql,0.42568,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,2.5635860000000004,0.42568,0.666928,0.604647
q14-006.sql,60.0,all_three,error,tee_join_enumerator.jn_io_weight,1.0,60.0,60.0,60.0,60.0
q14-007.sql,60.0,all_three,error,tee_join_enumerator.jn_io_weight,1.0,60.0,60.0,60.0,60.0
q14-008.sql,0.15921999999999997,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,0.897627,0.15921999999999997,0.184965,0.168263
q14-009.sql,6.697938,jn,success,tee_join_enumerator.jn_io_weight,1.0,7.931322000000001,7.191731,6.989796999999999,6.697938
q14-010.sql,60.0,all_three,error,tee_join_enumerator.jn_io_weight,1.0,60.0,60.0,60.0,60.0
q15-001.sql,0.764615,all_three,success,tee_join_enumerator.jn_io_weight,1.0,0.764615,0.852853,1.005792,0.8051489999999999
q15-002.sql,0.591137,all_three,success,tee_join_enumerator.jn_io_weight,1.0,0.591137,1.208519,0.632244,1.1897399999999998
q15-003.sql,0.511399,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,3.12601,0.511399,0.528463,0.521677
q15-004.sql,0.233491,jn,success,tee_join_enumerator.jn_io_weight,1.0,0.42383800000000005,0.269909,0.313255,0.233491
q15-005.sql,0.100244,all_three,success,tee_join_enumerator.jn_io_weight,1.0,0.100244,0.22271799999999997,0.19129000000000002,0.21617500000000003
q15-006.sql,0.184229,cm_jn,success,tee_join_enumerator.jn_io_weight,1.0,0.197487,0.27483799999999997,0.184229,0.26843700000000004
q15-007.sql,0.079987,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,0.295089,0.079987,0.392571,0.08334699999999999
q15-008.sql,0.19683299999999998,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,0.346161,0.19683299999999998,0.397733,0.213331
q15-009.sql,0.15321,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,1.172676,0.15321,0.8983099999999999,0.182145
q15-010.sql,0.074354,jn,success,tee_join_enumerator.jn_io_weight,1.0,0.151259,0.07565999999999999,0.14041599999999999,0.074354
q16-001.sql,0.310693,all_three,success,tee_join_enumerator.jn_io_weight,1.0,0.310693,0.6114940000000001,0.328673,0.574229
q16-002.sql,0.322156,all_three,success,tee_join_enumerator.jn_io_weight,1.0,0.322156,1.229673,0.330987,1.1779760000000001
q16-003.sql,0.151805,all_three,success,tee_join_enumerator.jn_io_weight,1.0,0.151805,0.692515,0.602006,0.6633660000000001
q16-004.sql,1.320531,all_three,success,tee_join_enumerator.jn_io_weight,1.0,1.320531,5.17363,3.718797,4.535396
q16-005.sql,0.201286,all_three,success,tee_join_enumerator.jn_io_weight,1.0,0.201286,0.595625,0.263482,0.572901
q16-006.sql,0.08358499999999999,all_three,success,tee_join_enumerator.jn_io_weight,1.0,0.08358499999999999,0.285923,0.243573,0.273704
q16-007.sql,0.156534,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,0.18088899999999997,0.156534,0.32738999999999996,0.163826
q16-008.sql,0.246368,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,0.256538,0.246368,1.207733,1.3602400000000001
q16-009.sql,0.085812,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,0.086389,0.085812,0.21638899999999997,0.20778299999999997
q16-010.sql,0.07414799999999999,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,0.08251,0.07414799999999999,0.3852,0.077807
q2-001.sql,60.0,all_three,error,tee_join_enumerator.jn_io_weight,1.0,60.0,60.0,60.0,60.0
q2-002.sql,60.0,all_three,error,tee_join_enumerator.jn_io_weight,1.0,60.0,60.0,60.0,60.0
q2-003.sql,1.639617,ce_jn,success,tee_join_enumerator.jn_io_weight,1.0,2.362915,1.639617,60.0,60.0
q2-004.sql,60.0,all_three,error,tee_join_enumerator.jn_io_weight,1.0,60.0,60.0,60.0,60.0
q2-005.sql,60.0,all_three,error,tee_join_enumerator.jn_io_weight,1.0,60.0,60.0,60.0,60.0
q2-006.sql,60.0,all_three,error,tee_join_enumerator.jn_io_weight,1.0,60.0,60.0,60.0,60.0
q2-007.sql,60.0,all_three,error,tee_join_enumerator.jn_io_weight,1.0,60.0,60.0,60.0,60.0
