query_name,fastest_total_time_s,fastest_source,status,sweep_param,sweep_value,tee_io_overhead_pct,tee_cpu_overhead_pct,tee_gather_overhead_pct,tee_memoize_overhead_pct,total_time_all_three,total_time_cm_ce,total_time_cm_jn,total_time_cm
10a.sql,0.44379199999999996,cm,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,0.453564,0.44751700000000005,0.446682,0.44379199999999996
10b.sql,0.254181,all_three,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,0.254181,0.25928,0.263594,0.255874
10c.sql,1.657061,all_three,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,1.657061,1.778587,1.9748269999999999,1.985529
11a.sql,0.057103,cm,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,0.18407400000000002,0.057299,0.17825100000000002,0.057103
11b.sql,0.034686,cm,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,0.121544,0.036115999999999995,0.128377,0.034686
11c.sql,0.071046,all_three,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,0.071046,0.5882940000000001,0.07753,0.63133
11d.sql,0.152747,cm_ce,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,0.163043,0.152747,0.17446799999999998,0.15463700000000002
12a.sql,0.170883,all_three,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,0.170883,0.176794,0.183004,0.184295
12b.sql,0.08131100000000001,cm_ce,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,0.089564,0.08131100000000001,0.09088399999999999,0.086116
12c.sql,0.569129,cm,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,0.613853,0.570793,0.5703919999999999,0.569129
13a.sql,1.260728,all_three,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,1.260728,1.3401489999999998,1.2623820000000001,1.297859
13b.sql,0.5957020000000001,cm_jn,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,0.599,0.610632,0.5957020000000001,0.609874
13c.sql,0.577483,cm_jn,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,0.589442,0.594672,0.577483,0.592928
13d.sql,1.7968320000000002,all_three,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,1.7968320000000002,2.010332,1.857495,1.973096
14a.sql,0.36165600000000003,cm_ce,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,1.208224,0.36165600000000003,1.194307,0.365497
14b.sql,0.188116,cm_jn,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,0.188763,0.5502830000000001,0.188116,0.574137
14c.sql,0.640153,cm_jn,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,0.641383,0.648084,0.640153,0.659418
15a.sql,0.275798,cm_jn,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,0.289011,0.28129800000000005,0.275798,0.28103500000000003
15b.sql,0.044222,cm,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,0.05309799999999999,0.045406,0.049944,0.044222
15c.sql,0.716105,cm_ce,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,0.742516,0.716105,0.7485879999999999,0.757886
15d.sql,0.722022,cm_ce,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,0.765064,0.722022,0.731651,0.730874
16a.sql,0.254752,all_three,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,0.254752,0.436211,0.257226,0.43365299999999996
16b.sql,11.399755,cm_jn,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,12.379797,11.8031,11.399755,11.933727000000001
16c.sql,1.099703,cm_jn,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,1.121199,1.103398,1.099703,1.110096
16d.sql,0.90908,cm_ce,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,0.918309,0.90908,1.122225,0.954751
17a.sql,7.244656,cm,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,9.01725,8.982281,10.796472999999999,7.244656
17b.sql,8.060934999999999,cm,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,8.282521999999998,8.627695000000001,8.152650999999999,8.060934999999999
17c.sql,8.106839,all_three,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,8.106839,8.265671,10.340043,8.161213
17d.sql,8.114315000000001,all_three,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,8.114315000000001,8.326269,10.39242,8.225024999999999
17e.sql,7.749262,all_three,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,7.749262,7.815474,13.587732999999998,7.788908
17f.sql,9.074009,all_three,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,9.074009,9.582792,10.937172,9.330425
18a.sql,4.2718,all_three,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,4.2718,4.5395639999999995,4.2922769999999995,4.674838
18b.sql,0.181142,cm_ce,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,0.34305700000000006,0.181142,0.34424099999999996,0.193254
18c.sql,5.489485,all_three,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,5.489485,5.640619,5.528603,5.7415080000000005
19a.sql,0.229079,cm,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,3.4828219999999996,0.23544800000000002,3.4709239999999997,0.229079
19b.sql,0.11502499999999999,cm,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,0.45882599999999996,0.116388,0.45203299999999996,0.11502499999999999
19c.sql,1.1885999999999999,cm_jn,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,1.189156,1.238488,1.1885999999999999,1.247662
19d.sql,2.738839,cm_ce,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,2.8718660000000003,2.738839,2.907145,2.773005
1a.sql,0.084503,cm,success,tee_cost_model.io_overhead_pct,0.12,0.12,0.06,0.1,0.12,0.08607799999999999,0.084883,0.09582,0.084503
