query_name,fastest_total_time_s,fastest_source,status,sweep_param,sweep_value,tee_io_overhead_pct,tee_cpu_overhead_pct,tee_gather_overhead_pct,tee_memoize_overhead_pct,total_time_all_three,total_time_cm_ce,total_time_cm_jn,total_time_cm
10a.sql,0.43539100000000003,cm,success,tee_cost_model.memoize_overhead_pct,0.16,0.08,0.06,0.1,0.16,0.439953,0.451249,0.439777,0.43539100000000003
10b.sql,0.261307,cm_ce,success,tee_cost_model.memoize_overhead_pct,0.16,0.08,0.06,0.1,0.16,0.271637,0.261307,0.263925,0.26546000000000003
10c.sql,1.6531120000000001,all_three,success,tee_cost_model.memoize_overhead_pct,0.16,0.08,0.06,0.1,0.16,1.6531120000000001,1.7392299999999998,1.9605020000000002,1.950769
11a.sql,0.055740000000000005,cm_ce,success,tee_cost_model.memoize_overhead_pct,0.16,0.08,0.06,0.1,0.16,0.17930300000000002,0.055740000000000005,0.17768499999999998,0.056499999999999995
11b.sql,0.037209,cm,success,tee_cost_model.memoize_overhead_pct,0.16,0.08,0.06,0.1,0.16,0.125339,0.037528,0.13281099999999998,0.037209
11c.sql,0.064971,cm_jn,success,tee_cost_model.memoize_overhead_pct,0.16,0.08,0.06,0.1,0.16,0.074289,0.594825,0.064971,0.6035369999999999
11d.sql,0.149621,cm_jn,success,tee_cost_model.memoize_overhead_pct,0.16,0.08,0.06,0.1,0.16,0.167269,0.154775,0.149621,0.163118
12a.sql,0.170735,cm_ce,success,tee_cost_model.memoize_overhead_pct,0.16,0.08,0.06,0.1,0.16,0.178658,0.170735,0.17456000000000002,0.179211
12b.sql,0.083001,cm_jn,success,tee_cost_model.memoize_overhead_pct,0.16,0.08,0.06,0.1,0.16,0.085149,0.091502,0.083001,0.085138
12c.sql,0.56884,cm_jn,success,tee_cost_model.memoize_overhead_pct,0.16,0.08,0.06,0.1,0.16,0.598679,0.612641,0.56884,0.573963
13a.sql,1.23224,all_three,success,tee_cost_model.memoize_overhead_pct,0.16,0.08,0.06,0.1,0.16,1.23224,1.3071370000000002,1.240512,1.311456
13b.sql,0.596116,all_three,success,tee_cost_model.memoize_overhead_pct,0.16,0.08,0.06,0.1,0.16,0.596116,0.6243349999999999,0.60366,0.609096
13c.sql,0.5776149999999999,all_three,success,tee_cost_model.memoize_overhead_pct,0.16,0.08,0.06,0.1,0.16,0.5776149999999999,0.591862,0.581403,0.5777530000000001
13d.sql,1.765293,all_three,success,tee_cost_model.memoize_overhead_pct,0.16,0.08,0.06,0.1,0.16,1.765293,2.035479,1.850344,2.0189739999999996
