query_name,fastest_total_time_s,fastest_source,status,sweep_param,sweep_value,tee_io_overhead_pct,tee_cpu_overhead_pct,tee_gather_overhead_pct,tee_memoize_overhead_pct,total_time_all_three,total_time_cm_ce,total_time_cm_jn,total_time_cm
10a.sql,0.44317799999999996,cm_ce,success,tee_cost_model.memoize_overhead_pct,0.14,0.08,0.06,0.1,0.14,0.450969,0.44317799999999996,0.449305,0.443252
10b.sql,0.248748,cm,success,tee_cost_model.memoize_overhead_pct,0.14,0.08,0.06,0.1,0.14,0.26377500000000004,0.25361100000000003,0.257217,0.248748
10c.sql,1.637129,all_three,success,tee_cost_model.memoize_overhead_pct,0.14,0.08,0.06,0.1,0.14,1.637129,1.74662,1.957855,1.936076
11a.sql,0.056493,cm_ce,success,tee_cost_model.memoize_overhead_pct,0.14,0.08,0.06,0.1,0.14,0.180723,0.056493,0.184537,0.056993
11b.sql,0.032621,cm_ce,success,tee_cost_model.memoize_overhead_pct,0.14,0.08,0.06,0.1,0.14,0.122633,0.032621,0.122671,0.035675
11c.sql,0.07459400000000001,all_three,success,tee_cost_model.memoize_overhead_pct,0.14,0.08,0.06,0.1,0.14,0.07459400000000001,0.590056,0.081686,0.6077919999999999
11d.sql,0.146787,cm,success,tee_cost_model.memoize_overhead_pct,0.14,0.08,0.06,0.1,0.14,0.162369,0.158501,0.161801,0.146787
12a.sql,0.168811,cm_ce,success,tee_cost_model.memoize_overhead_pct,0.14,0.08,0.06,0.1,0.14,0.17384899999999998,0.168811,0.175247,0.172948
12b.sql,0.085733,cm_ce,success,tee_cost_model.memoize_overhead_pct,0.14,0.08,0.06,0.1,0.14,0.08639100000000001,0.085733,0.087782,0.086113
12c.sql,0.5476629999999999,cm,success,tee_cost_model.memoize_overhead_pct,0.14,0.08,0.06,0.1,0.14,0.6190990000000001,0.618659,0.5733340000000001,0.5476629999999999
13a.sql,1.238293,all_three,success,tee_cost_model.memoize_overhead_pct,0.14,0.08,0.06,0.1,0.14,1.238293,1.320795,1.2549010000000003,1.325493
13b.sql,0.598001,cm_ce,success,tee_cost_model.memoize_overhead_pct,0.14,0.08,0.06,0.1,0.14,0.607778,0.598001,0.6110450000000001,0.603952
13c.sql,0.579024,all_three,success,tee_cost_model.memoize_overhead_pct,0.14,0.08,0.06,0.1,0.14,0.579024,0.586519,0.589645,0.594582
13d.sql,1.8394830000000002,cm_jn,success,tee_cost_model.memoize_overhead_pct,0.14,0.08,0.06,0.1,0.14,1.8426609999999999,2.0040430000000002,1.8394830000000002,2.053526
14a.sql,0.356775,cm_ce,success,tee_cost_model.memoize_overhead_pct,0.14,0.08,0.06,0.1,0.14,1.230418,0.356775,1.1975380000000002,0.3672
14b.sql,0.184419,all_three,success,tee_cost_model.memoize_overhead_pct,0.14,0.08,0.06,0.1,0.14,0.184419,0.5317790000000001,0.19461,0.565426
14c.sql,0.647702,all_three,success,tee_cost_model.memoize_overhead_pct,0.14,0.08,0.06,0.1,0.14,0.647702,0.6477760000000001,0.6539780000000001,0.651964
15a.sql,0.273255,cm_ce,success,tee_cost_model.memoize_overhead_pct,0.14,0.08,0.06,0.1,0.14,0.280848,0.273255,0.27836900000000003,0.27837500000000004
15b.sql,0.045319,cm_ce,success,tee_cost_model.memoize_overhead_pct,0.14,0.08,0.06,0.1,0.14,0.050613000000000005,0.045319,0.050837,0.046381
15c.sql,0.72214,cm_ce,success,tee_cost_model.memoize_overhead_pct,0.14,0.08,0.06,0.1,0.14,0.745862,0.72214,0.75546,0.7425949999999999
15d.sql,0.7042,cm_ce,success,tee_cost_model.memoize_overhead_pct,0.14,0.08,0.06,0.1,0.14,0.737035,0.7042,0.7432059999999999,0.721472
16a.sql,0.253708,cm_jn,success,tee_cost_model.memoize_overhead_pct,0.14,0.08,0.06,0.1,0.14,0.254286,0.43278900000000003,0.253708,0.428581
16b.sql,11.656357999999999,cm,success,tee_cost_model.memoize_overhead_pct,0.14,0.08,0.06,0.1,0.14,11.768216,11.85228,11.860222000000002,11.656357999999999
16c.sql,1.094858,cm,success,tee_cost_model.memoize_overhead_pct,0.14,0.08,0.06,0.1,0.14,1.0990799999999998,1.12336,1.095425,1.094858
16d.sql,0.885419,cm,success,tee_cost_model.memoize_overhead_pct,0.14,0.08,0.06,0.1,0.14,0.949897,0.901639,1.131039,0.885419
17a.sql,6.88609,cm,success,tee_cost_model.memoize_overhead_pct,0.14,0.08,0.06,0.1,0.14,8.945574,9.026788999999999,11.242192,6.88609
