query_name,fastest_total_time_s,fastest_source,status,sweep_param,sweep_value,tee_io_overhead_pct,tee_cpu_overhead_pct,tee_gather_overhead_pct,tee_memoize_overhead_pct,total_time_all_three,total_time_cm_ce,total_time_cm_jn,total_time_cm
10a.sql,0.43356600000000006,cm_ce,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,0.44339199999999995,0.43356600000000006,0.439005,0.437327
10b.sql,0.259773,all_three,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,0.259773,0.26555500000000004,0.261253,0.26469400000000004
10c.sql,1.647221,all_three,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,1.647221,1.7554720000000001,1.9624399999999997,1.9614490000000002
11a.sql,0.055196,cm_ce,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,0.176627,0.055196,0.17900000000000002,0.057107
11b.sql,0.034002000000000004,cm,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,0.13603,0.035515000000000005,0.125834,0.034002000000000004
11c.sql,0.070591,cm_jn,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,0.073105,0.5911860000000001,0.070591,0.610076
11d.sql,0.14913500000000002,cm,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,0.163082,0.158118,0.15083900000000003,0.14913500000000002
12a.sql,0.175852,all_three,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,0.175852,0.1761,0.176515,0.176012
12b.sql,0.077831,cm_ce,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,0.088941,0.077831,0.092485,0.08405299999999999
12c.sql,0.5691729999999999,cm_jn,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,0.6103480000000001,0.6101439999999999,0.5691729999999999,0.575114
13a.sql,1.266538,all_three,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,1.266538,1.3026870000000002,1.274466,1.30189
13b.sql,0.5894810000000001,all_three,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,0.5894810000000001,0.607464,0.595436,0.6226579999999999
13c.sql,0.5747680000000001,cm_ce,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,0.576133,0.5747680000000001,0.577501,0.597033
13d.sql,1.789174,cm_jn,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,1.814211,1.98858,1.789174,2.001982
14a.sql,0.360235,cm,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,1.2138719999999998,0.38678500000000005,1.1419659999999998,0.360235
14b.sql,0.17774399999999999,cm_jn,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,0.193048,0.551473,0.17774399999999999,0.5557310000000001
14c.sql,0.615099,cm_jn,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,0.644656,0.672237,0.615099,0.647015
15a.sql,0.27278199999999997,cm,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,0.273008,0.280868,0.291028,0.27278199999999997
15b.sql,0.042932,cm,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,0.048215,0.046299999999999994,0.049245,0.042932
15c.sql,0.521265,cm_jn,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,0.734968,0.7243090000000001,0.521265,0.734379
15d.sql,0.724398,all_three,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,0.724398,0.7466989999999999,0.733421,0.737563
16a.sql,0.24098599999999998,all_three,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,0.24098599999999998,0.438977,0.245344,0.44480300000000006
16b.sql,11.504481,all_three,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,11.504481,11.924666,11.724361000000002,11.811137
16c.sql,1.101984,cm_jn,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,1.1191150000000003,1.116717,1.101984,1.132896
16d.sql,0.912287,cm_ce,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,0.921128,0.912287,1.126947,0.925999
17a.sql,7.149894000000001,cm,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,8.898815,8.9367,10.633492,7.149894000000001
17b.sql,7.996338000000001,cm_jn,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,8.403521000000001,8.300127999999999,7.996338000000001,8.216401000000001
17c.sql,8.107625,cm_ce,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,8.221601999999999,8.107625,10.026999,8.244292
17d.sql,8.176425,all_three,success,tee_cost_model.gather_overhead_pct,0.14,0.08,0.06,0.14,0.12,8.176425,8.271360000000001,10.11999,8.313291
