query_name,fastest_total_time_s,fastest_source,status,sweep_param,sweep_value,tee_io_overhead_pct,tee_cpu_overhead_pct,tee_gather_overhead_pct,tee_memoize_overhead_pct,total_time_all_three,total_time_cm_ce,total_time_cm_jn,total_time_cm
10a.sql,0.433334,all_three,success,tee_cost_model.memoize_overhead_pct,0.12,0.08,0.06,0.1,0.12,0.433334,0.435827,0.43340100000000004,0.43425
10b.sql,0.253581,cm_jn,success,tee_cost_model.io_overhead_pct,0.08,0.08,0.06,0.1,0.12,0.256515,0.253624,0.253581,0.253829
10c.sql,1.6380629999999998,all_three,success,tee_cost_model.cpu_overhead_pct,0.06,0.08,0.06,0.1,0.12,1.6380629999999998,1.757213,1.941389,1.942878
11a.sql,0.051608999999999995,cm_ce,success,tee_cost_model.io_overhead_pct,0.08,0.08,0.06,0.1,0.12,0.16651400000000002,0.051608999999999995,0.171132,0.053958
11b.sql,0.032440000000000004,cm,success,tee_cost_model.cpu_overhead_pct,0.06,0.08,0.06,0.1,0.12,0.11604199999999999,0.035006,0.11988399999999999,0.032440000000000004
11c.sql,0.062495999999999996,all_three,success,tee_cost_model.gather_overhead_pct,0.1,0.08,0.06,0.1,0.12,0.062495999999999996,0.5901430000000001,0.07439899999999999,0.600892
11d.sql,0.144323,cm_ce,success,tee_cost_model.io_overhead_pct,0.08,0.08,0.06,0.1,0.12,0.145512,0.144323,0.151009,0.15059499999999998
12a.sql,0.158652,cm_ce,success,tee_cost_model.gather_overhead_pct,0.1,0.08,0.06,0.1,0.12,0.161068,0.158652,0.16786500000000001,0.165512
12b.sql,0.077968,cm_ce,success,tee_cost_model.memoize_overhead_pct,0.12,0.08,0.06,0.1,0.12,0.086702,0.077968,0.08187699999999999,0.086144
12c.sql,0.554626,all_three,success,tee_cost_model.cpu_overhead_pct,0.06,0.08,0.06,0.1,0.12,0.554626,0.572748,0.562213,0.5715870000000001
13a.sql,1.217553,all_three,success,tee_cost_model.io_overhead_pct,0.08,0.08,0.06,0.1,0.12,1.217553,1.2883840000000002,1.2201579999999999,1.2907110000000002
13b.sql,0.5583020000000001,cm,success,tee_cost_model.gather_overhead_pct,0.1,0.08,0.06,0.1,0.12,0.585076,0.599724,0.5683259999999999,0.5583020000000001
13c.sql,0.5574600000000001,cm_jn,success,tee_cost_model.io_overhead_pct,0.08,0.08,0.06,0.1,0.12,0.573049,0.577034,0.5574600000000001,0.5782
13d.sql,1.7930380000000001,cm_jn,success,tee_cost_model.io_overhead_pct,0.08,0.08,0.06,0.1,0.12,1.802466,1.9888379999999999,1.7930380000000001,1.992249
14a.sql,0.34389200000000003,cm_ce,success,tee_cost_model.memoize_overhead_pct,0.12,0.08,0.06,0.1,0.12,1.1370799999999999,0.34389200000000003,1.163162,0.353952
14b.sql,0.177924,all_three,success,tee_cost_model.gather_overhead_pct,0.1,0.08,0.06,0.1,0.12,0.177924,0.530845,0.183254,0.547072
14c.sql,0.613135,all_three,success,tee_cost_model.memoize_overhead_pct,0.12,0.08,0.06,0.1,0.12,0.613135,0.6279379999999999,0.6175080000000001,0.634403
15a.sql,0.267122,cm_ce,success,tee_cost_model.io_overhead_pct,0.08,0.08,0.06,0.1,0.12,0.272825,0.267122,0.2738499999999999,0.272712
15b.sql,0.04266,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.06,0.08,0.06,0.1,0.12,0.044616,0.04266,0.050053,0.043543
15c.sql,0.477516,cm,success,tee_cost_model.io_overhead_pct,0.08,0.08,0.06,0.1,0.12,0.728947,0.708813,0.7390380000000001,0.477516
15d.sql,0.714743,cm,success,tee_cost_model.memoize_overhead_pct,0.12,0.08,0.06,0.1,0.12,0.7261059999999999,0.717193,0.724001,0.714743
16a.sql,0.24096299999999998,all_three,success,tee_cost_model.cpu_overhead_pct,0.06,0.08,0.06,0.1,0.12,0.24096299999999998,0.41957399999999995,0.24803599999999998,0.417083
16b.sql,11.225566,all_three,success,tee_cost_model.cpu_overhead_pct,0.06,0.08,0.06,0.1,0.12,11.225566,11.445143999999999,11.791680999999999,11.499943
16c.sql,1.061022,all_three,success,tee_cost_model.cpu_overhead_pct,0.06,0.08,0.06,0.1,0.12,1.061022,1.071516,1.0909490000000002,1.1053819999999999
16d.sql,0.876698,cm_ce,success,tee_cost_model.io_overhead_pct,0.08,0.08,0.06,0.1,0.12,0.8799850000000001,0.876698,1.107069,0.911212
17a.sql,7.023436,cm,success,tee_cost_model.gather_overhead_pct,0.1,0.08,0.06,0.1,0.12,8.567027000000001,8.601474,11.041381000000001,7.023436
17b.sql,7.814626,cm,success,tee_cost_model.gather_overhead_pct,0.1,0.08,0.06,0.1,0.12,7.948287,7.992861,8.36535,7.814626
17c.sql,7.726604,cm_ce,success,tee_cost_model.gather_overhead_pct,0.1,0.08,0.06,0.1,0.12,7.803084,7.726604,10.331027999999998,7.856863000000001
17d.sql,7.874024,cm_ce,success,tee_cost_model.gather_overhead_pct,0.1,0.08,0.06,0.1,0.12,7.879244,7.874024,10.523457,7.903275
17e.sql,7.474190999999999,cm_ce,success,tee_cost_model.gather_overhead_pct,0.1,0.08,0.06,0.1,0.12,7.514774000000001,7.474190999999999,13.549138,7.608767
17f.sql,8.84502,cm_ce,success,tee_cost_model.gather_overhead_pct,0.1,0.08,0.06,0.1,0.12,8.970743,8.84502,11.249956000000001,8.968066
18a.sql,4.202026,all_three,success,tee_cost_model.gather_overhead_pct,0.1,0.08,0.06,0.1,0.12,4.202026,4.592909000000001,4.237569,4.614757
18b.sql,0.174621,cm,success,tee_cost_model.io_overhead_pct,0.08,0.08,0.06,0.1,0.12,0.332183,0.17620599999999997,0.339576,0.174621
18c.sql,5.452017,all_three,success,tee_cost_model.cpu_overhead_pct,0.06,0.08,0.06,0.1,0.12,5.452017,5.678524,5.465468,5.643975999999999
19a.sql,0.21737,cm_ce,success,tee_cost_model.gather_overhead_pct,0.1,0.08,0.06,0.1,0.12,3.4304080000000003,0.21737,3.3912809999999998,0.224476
19b.sql,0.109135,cm,success,tee_cost_model.io_overhead_pct,0.08,0.08,0.06,0.1,0.12,0.43565800000000005,0.11326699999999999,0.43757500000000005,0.109135
19c.sql,1.154413,cm_jn,success,tee_cost_model.gather_overhead_pct,0.1,0.08,0.06,0.1,0.12,1.159244,1.218218,1.154413,1.223244
19d.sql,2.698465,all_three,success,tee_cost_model.memoize_overhead_pct,0.12,0.08,0.06,0.1,0.12,2.698465,2.721385,2.772811,2.741706
1a.sql,0.076606,all_three,success,tee_cost_model.gather_overhead_pct,0.1,0.08,0.06,0.1,0.12,0.076606,0.08148000000000001,0.081875,0.08158499999999999
1b.sql,0.07029099999999999,cm,success,tee_cost_model.memoize_overhead_pct,0.12,0.08,0.06,0.1,0.12,0.07102900000000001,0.071675,0.074037,0.07029099999999999
1c.sql,0.07757499999999999,cm,success,tee_cost_model.memoize_overhead_pct,0.12,0.08,0.06,0.1,0.12,0.079656,0.077944,0.07909899999999999,0.07757499999999999
1d.sql,0.07178399999999999,cm,success,tee_cost_model.memoize_overhead_pct,0.12,0.08,0.06,0.1,0.12,0.07391,0.074772,0.07256900000000001,0.07178399999999999
20a.sql,4.6355260000000005,all_three,success,tee_cost_model.gather_overhead_pct,0.1,0.08,0.06,0.1,0.12,4.6355260000000005,4.9294839999999995,4.872666,4.981727
20b.sql,1.3767179999999999,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.06,0.08,0.06,0.1,0.12,1.52039,1.3767179999999999,1.539794,1.391559
20c.sql,1.574089,cm,success,tee_cost_model.io_overhead_pct,0.08,0.08,0.06,0.1,0.12,1.688535,1.633856,1.718341,1.574089
21a.sql,0.055189,cm_ce,success,tee_cost_model.gather_overhead_pct,0.1,0.08,0.06,0.1,0.12,0.30817,0.055189,0.30319,0.059333
21b.sql,0.037508,cm_ce,success,tee_cost_model.gather_overhead_pct,0.1,0.08,0.06,0.1,0.12,0.212649,0.037508,0.21093299999999998,0.039223
21c.sql,0.041069999999999995,cm,success,tee_cost_model.io_overhead_pct,0.08,0.08,0.06,0.1,0.12,0.241563,0.044235000000000003,0.243609,0.041069999999999995
22a.sql,0.372406,cm,success,tee_cost_model.io_overhead_pct,0.08,0.08,0.06,0.1,0.12,0.475492,0.38569099999999995,0.473358,0.372406
22b.sql,0.31891800000000003,cm,success,tee_cost_model.io_overhead_pct,0.08,0.08,0.06,0.1,0.12,0.367456,0.321789,0.361563,0.31891800000000003
22c.sql,0.5570249999999999,cm,success,tee_cost_model.io_overhead_pct,0.08,0.08,0.06,0.1,0.12,1.255954,0.564351,1.2545419999999998,0.5570249999999999
22d.sql,0.803396,all_three,success,tee_cost_model.gather_overhead_pct,0.1,0.08,0.06,0.1,0.12,0.803396,0.804384,0.8418000000000001,0.815751
23a.sql,0.29624,cm,success,tee_cost_model.io_overhead_pct,0.08,0.08,0.06,0.1,0.12,0.35619500000000004,0.299683,0.354913,0.29624
23b.sql,0.067822,cm_ce,success,tee_cost_model.io_overhead_pct,0.08,0.08,0.06,0.1,0.12,0.093147,0.067822,0.094245,0.07621800000000001
23c.sql,0.339839,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.06,0.08,0.06,0.1,0.12,0.412292,0.339839,0.414072,0.35242400000000007
