query_name,fastest_total_time_s,fastest_source,status,sweep_param,sweep_value,total_time_all_three,total_time_ce_jn,total_time_cm_jn,total_time_jn
10a.sql,0.41211000000000003,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.41211000000000003,0.42194000000000004,0.415636,0.42084800000000006
10b.sql,0.244787,cm_jn,success,tee_join_enumerator.jn_io_weight,5.0,0.249278,0.252233,0.244787,0.262786
10c.sql,1.598671,all_three,success,tee_join_enumerator.jn_io_weight,5.0,1.598671,1.9201260000000002,1.952828,1.920475
11a.sql,0.071715,jn,success,tee_join_enumerator.jn_io_weight,5.0,0.16265099999999996,0.072807,0.170448,0.071715
11b.sql,0.029197,ce_jn,success,tee_join_enumerator.jn_io_weight,5.0,0.10701300000000001,0.029197,0.123572,0.032168999999999996
11c.sql,0.065563,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.065563,0.195128,0.070487,0.11068599999999999
11d.sql,0.14879900000000001,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.14879900000000001,0.155889,0.171342,0.17167799999999997
12a.sql,0.161466,ce_jn,success,tee_join_enumerator.jn_io_weight,5.0,0.163795,0.161466,0.17332799999999998,0.16792999999999997
12b.sql,0.08318700000000001,all_three,success,tee_join_enumerator.jn_io_weight,5.0,0.08318700000000001,0.085495,0.09025599999999999,0.085161
12c.sql,0.521043,jn,success,tee_join_enumerator.jn_io_weight,5.0,0.5640069999999999,0.5586,0.563256,0.521043
13a.sql,1.0200040000000001,ce_jn,success,tee_join_enumerator.jn_io_weight,5.0,1.173283,1.0200040000000001,1.196125,1.0257209999999999
13b.sql,0.5161450000000001,jn,success,tee_join_enumerator.jn_io_weight,5.0,0.558162,0.516716,0.5463089999999999,0.5161450000000001
13c.sql,0.44651199999999996,jn,success,tee_join_enumerator.jn_io_weight,5.0,0.5483199999999999,0.503637,0.576563,0.44651199999999996
13d.sql,1.4464350000000001,jn,success,tee_join_enumerator.jn_io_weight,5.0,1.741601,1.518351,1.806019,1.4464350000000001
