query_name,fastest_total_time_s,fastest_source,status,sweep_param,sweep_value,total_time_all_three,total_time_ce_jn,total_time_cm_jn,total_time_jn
10a.sql,0.40923,jn,success,tee_join_enumerator.jn_io_weight,4.0,0.413744,0.422995,0.43413,0.40923
10b.sql,0.252684,all_three,success,tee_join_enumerator.jn_io_weight,4.0,0.252684,0.25732700000000003,0.25316,0.26046400000000003
10c.sql,1.611372,all_three,success,tee_join_enumerator.jn_io_weight,4.0,1.611372,1.925781,1.9439640000000002,1.919362
11a.sql,0.066335,ce_jn,success,tee_join_enumerator.jn_io_weight,4.0,0.177538,0.066335,0.162007,0.06651
11b.sql,0.032761,jn,success,tee_join_enumerator.jn_io_weight,4.0,0.112767,0.037661,0.11349599999999999,0.032761
11c.sql,0.067968,cm_jn,success,tee_join_enumerator.jn_io_weight,4.0,0.06981799999999999,0.16311900000000001,0.067968,0.071174
11d.sql,0.15160200000000001,jn,success,tee_join_enumerator.jn_io_weight,4.0,0.15502799999999997,0.164402,0.15650199999999997,0.15160200000000001
12a.sql,0.15602100000000002,ce_jn,success,tee_join_enumerator.jn_io_weight,4.0,0.167661,0.15602100000000002,0.166177,0.16980099999999998
12b.sql,0.08789,ce_jn,success,tee_join_enumerator.jn_io_weight,4.0,0.08790500000000001,0.08789,0.091793,0.09143899999999999
12c.sql,0.554338,ce_jn,success,tee_join_enumerator.jn_io_weight,4.0,0.566372,0.554338,0.5577740000000001,0.563801
13a.sql,1.009199,jn,success,tee_join_enumerator.jn_io_weight,4.0,1.148574,1.022102,1.201364,1.009199
13b.sql,0.512002,jn,success,tee_join_enumerator.jn_io_weight,4.0,0.564764,0.513598,0.5870299999999999,0.512002
13c.sql,0.49136199999999997,ce_jn,success,tee_join_enumerator.jn_io_weight,4.0,0.5607,0.49136199999999997,0.564937,0.497403
13d.sql,1.467784,ce_jn,success,tee_join_enumerator.jn_io_weight,4.0,1.7234829999999999,1.467784,1.798895,1.4679360000000001
14a.sql,0.34984699999999996,jn,success,tee_join_enumerator.jn_io_weight,4.0,1.08579,0.373951,1.1947210000000001,0.34984699999999996
14b.sql,0.14125900000000002,jn,success,tee_join_enumerator.jn_io_weight,4.0,0.186053,0.149724,0.175265,0.14125900000000002
14c.sql,0.601578,all_three,success,tee_join_enumerator.jn_io_weight,4.0,0.601578,0.673536,0.609845,0.649451
15a.sql,0.245385,all_three,success,tee_join_enumerator.jn_io_weight,4.0,0.245385,0.27542400000000006,0.27190299999999995,0.27829899999999996
