query_name,fastest_total_time_s,fastest_source,status,sweep_param,sweep_value,total_time_all_three,total_time_ce_jn,total_time_cm_jn,total_time_jn
10a.sql,0.420846,jn,success,tee_join_enumerator.jn_rmp_weight,3.0,0.430605,0.426608,0.423512,0.420846
10b.sql,0.24004799999999998,all_three,success,tee_join_enumerator.jn_rmp_weight,3.0,0.24004799999999998,0.252764,0.250949,0.246602
10c.sql,1.6020109999999999,all_three,success,tee_join_enumerator.jn_rmp_weight,3.0,1.6020109999999999,1.943325,1.9545670000000002,1.9292249999999997
11a.sql,0.070571,ce_jn,success,tee_join_enumerator.jn_rmp_weight,3.0,0.177705,0.070571,0.16182000000000002,0.072543
11b.sql,0.031653,jn,success,tee_join_enumerator.jn_rmp_weight,3.0,0.116903,0.034013,0.12112699999999998,0.031653
11c.sql,0.061234,all_three,success,tee_join_enumerator.jn_rmp_weight,3.0,0.061234,0.182414,0.06531200000000001,0.08426600000000001
11d.sql,0.138348,cm_jn,success,tee_join_enumerator.jn_rmp_weight,3.0,0.15476099999999998,0.16838,0.138348,0.15975799999999998
12a.sql,0.14704199999999998,all_three,success,tee_join_enumerator.jn_rmp_weight,3.0,0.14704199999999998,0.18006299999999997,0.17755200000000002,0.17290599999999998
12b.sql,0.081505,cm_jn,success,tee_join_enumerator.jn_rmp_weight,3.0,0.08524200000000001,0.086256,0.081505,0.08470299999999999
12c.sql,0.5509590000000001,ce_jn,success,tee_join_enumerator.jn_rmp_weight,3.0,0.5710189999999999,0.5509590000000001,0.5614589999999999,0.568229
13a.sql,1.003961,jn,success,tee_join_enumerator.jn_rmp_weight,3.0,1.1733319999999998,1.019973,1.214077,1.003961
13b.sql,0.50779,jn,success,tee_join_enumerator.jn_rmp_weight,3.0,0.577951,0.5135080000000001,0.575012,0.50779
13c.sql,0.474016,ce_jn,success,tee_join_enumerator.jn_rmp_weight,3.0,0.546638,0.474016,0.57391,0.48522200000000004
13d.sql,1.450145,ce_jn,success,tee_join_enumerator.jn_rmp_weight,3.0,1.726537,1.450145,1.795877,1.463685
14a.sql,0.35261299999999995,jn,success,tee_join_enumerator.jn_rmp_weight,3.0,1.1392799999999998,0.37537600000000004,1.190573,0.35261299999999995
14b.sql,0.14346899999999999,jn,success,tee_join_enumerator.jn_rmp_weight,3.0,0.173734,0.14756000000000002,0.17801399999999998,0.14346899999999999
14c.sql,0.593074,all_three,success,tee_join_enumerator.jn_rmp_weight,3.0,0.593074,0.648793,0.6182239999999999,0.644304
15a.sql,0.261467,all_three,success,tee_join_enumerator.jn_rmp_weight,3.0,0.261467,0.275876,0.274553,0.274241
15b.sql,0.0431,jn,success,tee_join_enumerator.jn_rmp_weight,3.0,0.050346,0.045363,0.049444,0.0431
15c.sql,0.5065569999999999,ce_jn,success,tee_join_enumerator.jn_rmp_weight,3.0,0.726528,0.5065569999999999,0.7425080000000001,0.506841
15d.sql,0.485055,ce_jn,success,tee_join_enumerator.jn_rmp_weight,3.0,0.712423,0.485055,0.7165549999999999,0.491785
16a.sql,0.21206899999999998,ce_jn,success,tee_join_enumerator.jn_rmp_weight,3.0,0.225235,0.21206899999999998,0.25936699999999996,0.215133
16b.sql,10.698097,all_three,success,tee_join_enumerator.jn_rmp_weight,3.0,10.698097,18.133352000000002,11.530236,18.445265
16c.sql,0.984271,all_three,success,tee_join_enumerator.jn_rmp_weight,3.0,0.984271,1.526831,1.073447,1.50765
16d.sql,0.829995,all_three,success,tee_join_enumerator.jn_rmp_weight,3.0,0.829995,1.2727870000000001,1.1121960000000002,1.843582
17a.sql,8.496184000000001,all_three,success,tee_join_enumerator.jn_rmp_weight,3.0,8.496184000000001,10.291291,10.701975000000001,21.639846000000002
17b.sql,7.937627000000001,all_three,success,tee_join_enumerator.jn_rmp_weight,3.0,7.937627000000001,8.92482,8.160509999999999,8.536710000000001
17c.sql,7.717318,all_three,success,tee_join_enumerator.jn_rmp_weight,3.0,7.717318,8.807872999999999,10.077299,8.304162
17d.sql,7.760422,all_three,success,tee_join_enumerator.jn_rmp_weight,3.0,7.760422,8.906733,9.770349,8.761377
