query_name,fastest_total_time_s,fastest_source,status,sweep_param,sweep_value,total_time_all_three,total_time_ce_jn,total_time_cm_jn,total_time_jn
10a.sql,0.38143499999999997,all_three,success,tee_join_enumerator.jn_tax_level_limit,4,0.38143499999999997,0.425087,0.432866,0.425628
10b.sql,0.24509,ce_jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.253998,0.24509,0.24798399999999998,0.246038
10c.sql,1.631997,all_three,success,tee_join_enumerator.jn_tax_level_limit,4,1.631997,1.927814,1.963003,1.896554
11a.sql,0.028718,ce_jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.055116,0.028718,0.043868000000000004,0.042209
11b.sql,0.570375,jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.659049,0.712868,0.7686120000000001,0.570375
11c.sql,0.06634999999999999,cm_jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.10839299999999999,0.08332,0.06634999999999999,0.09936899999999999
11d.sql,0.13981900000000003,jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.142987,0.17028800000000002,0.170732,0.13981900000000003
12a.sql,0.177753,jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.209959,0.20942899999999998,0.21243399999999998,0.177753
12b.sql,0.138229,jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.138505,0.14235299999999998,0.143579,0.138229
12c.sql,1.0346419999999998,ce_jn,success,tee_join_enumerator.jn_tax_level_limit,4,1.109728,1.0346419999999998,1.0785140000000002,1.084428
13a.sql,0.983514,ce_jn,success,tee_join_enumerator.jn_tax_level_limit,4,1.075747,0.983514,1.0612879999999998,0.990527
13b.sql,0.47916,jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.49512599999999996,0.48019,0.509602,0.47916
13c.sql,0.472617,jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.47831799999999997,0.47896,0.496348,0.472617
13d.sql,1.443378,jn,success,tee_join_enumerator.jn_tax_level_limit,4,1.601623,1.45516,1.6221380000000003,1.443378
14a.sql,0.335225,jn,success,tee_join_enumerator.jn_tax_level_limit,4,1.129792,0.347821,1.18578,0.335225
14b.sql,0.142,ce_jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.16860000000000003,0.142,0.176814,0.146851
14c.sql,0.7195630000000001,jn,success,tee_join_enumerator.jn_tax_level_limit,4,1.2695619999999999,0.720187,1.293888,0.7195630000000001
15a.sql,0.252013,ce_jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.256722,0.252013,0.26609,0.268932
15b.sql,0.035779,cm_jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.037252,0.036448999999999995,0.035779,0.036765
15c.sql,0.463458,jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.70379,0.48620599999999997,0.734984,0.463458
15d.sql,0.507931,ce_jn,success,tee_join_enumerator.jn_tax_level_limit,4,0.7692359999999999,0.507931,0.798377,0.508733
16a.sql,0.44670800000000005,jn,success,tee_join_enumerator.jn_tax_level_limit,4,2.392492,0.455612,2.4586740000000002,0.44670800000000005
16b.sql,10.896715,cm_jn,success,tee_join_enumerator.jn_tax_level_limit,4,11.304930999999998,18.337034,10.896715,18.431897000000003
16c.sql,1.0343540000000002,all_three,success,tee_join_enumerator.jn_tax_level_limit,4,1.0343540000000002,1.5153910000000002,1.034836,1.536198
16d.sql,0.85585,all_three,success,tee_join_enumerator.jn_tax_level_limit,4,0.85585,1.2447570000000001,0.859995,1.233093
17a.sql,6.773228999999999,all_three,success,tee_join_enumerator.jn_tax_level_limit,4,6.773228999999999,11.107621,6.920372,11.331595
17b.sql,9.988627999999999,cm_jn,success,tee_join_enumerator.jn_tax_level_limit,4,10.336546000000002,21.392722000000003,9.988627999999999,21.171172000000002
