query_name,fastest_total_time_s,fastest_source,status,sweep_param,sweep_value,tee_io_overhead_pct,tee_cpu_overhead_pct,tee_gather_overhead_pct,tee_memoize_overhead_pct,total_time_all_three,total_time_cm_ce,total_time_cm_jn,total_time_cm
q1-001.sql,0.017342,all_three,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.017342,0.017492,0.018152,0.017995999999999998
q1-002.sql,0.016856,cm,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.018487,0.018019999999999998,0.019121,0.016856
q1-003.sql,0.015853,cm_ce,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.016989,0.015853,0.018833,0.017897
q1-004.sql,0.019286,all_three,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.019286,0.026048999999999996,0.022715,0.028404
q1-005.sql,0.018630999999999998,all_three,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.018630999999999998,0.024557,0.0219,0.019894000000000002
q1-006.sql,0.016264,cm,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.017556,0.017344000000000002,0.019613,0.016264
q1-007.sql,0.016952000000000002,all_three,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.016952000000000002,0.018094000000000002,0.018492,0.018899
q1-008.sql,0.016634,cm_jn,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.017317,0.018434000000000002,0.016634,0.017196
q1-009.sql,0.01551,cm_jn,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.016411000000000002,0.017842,0.01551,0.016864
q1-010.sql,0.028114,cm_ce,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.046259,0.028114,0.035403000000000004,0.050197
q10-001.sql,0.216638,all_three,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.216638,0.31444000000000005,0.220877,0.32153
q10-002.sql,0.20607299999999998,cm_jn,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.216622,0.308666,0.20607299999999998,0.30865
q10-003.sql,0.179765,cm_jn,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.183757,0.283837,0.179765,0.301983
q10-004.sql,0.185641,all_three,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.185641,0.28715900000000005,0.186919,0.30447
q10-005.sql,0.18726,all_three,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.18726,0.28471599999999997,0.19082100000000002,0.28896299999999997
q10-006.sql,0.185031,all_three,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.185031,0.28749100000000005,0.20529999999999998,0.29616299999999995
q10-007.sql,0.241656,cm_jn,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.242077,0.338518,0.241656,0.343604
q10-008.sql,0.253056,all_three,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.253056,0.355575,0.261409,0.34736100000000003
q10-009.sql,0.18595099999999998,cm_jn,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.19110900000000003,0.283323,0.18595099999999998,0.29634399999999994
q10-010.sql,0.35373899999999997,cm_jn,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.366815,0.459962,0.35373899999999997,0.424056
q11-001.sql,1.4965929999999998,cm_ce,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,1.586191,1.4965929999999998,1.508923,1.5453499999999998
q11-002.sql,0.047981,cm_ce,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.049106,0.047981,0.055854,0.04826400000000001
q11-003.sql,0.069846,cm_ce,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.07054400000000001,0.069846,0.072241,0.071538
q11-004.sql,1.194131,cm_ce,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,1.329603,1.194131,1.356953,1.313174
q11-005.sql,0.047074,cm_ce,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.051164,0.047074,0.04930400000000001,0.080784
q11-006.sql,0.48927299999999996,all_three,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.48927299999999996,0.529618,0.56562,0.49958299999999994
q11-007.sql,0.179703,cm_ce,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.215023,0.179703,0.21007,0.217816
q11-008.sql,0.111341,cm_ce,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.141074,0.111341,0.13651000000000002,0.141984
q11-009.sql,0.078849,cm,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.079926,0.09548100000000001,0.083672,0.078849
q11-010.sql,0.221518,cm_ce,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.233176,0.221518,0.26573500000000005,0.253301
q12-001.sql,0.119433,cm,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,1.1665470000000002,0.794156,1.142055,0.119433
q12-002.sql,0.095711,cm,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.44599999999999995,0.452715,0.10345,0.095711
q12-003.sql,0.11198599999999999,cm,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.670019,0.63041,0.122595,0.11198599999999999
q12-004.sql,0.690994,cm,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,1.809369,2.17388,0.767366,0.690994
q12-005.sql,0.050786000000000005,cm_jn,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.10946,0.109405,0.050786000000000005,0.054137000000000005
q12-006.sql,0.953806,cm,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,3.53489,3.2901569999999998,1.089374,0.953806
q12-007.sql,0.282552,cm,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.39590000000000003,0.369645,0.345406,0.282552
q12-008.sql,0.416066,cm,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,1.027745,0.841426,0.5499219999999999,0.416066
q12-009.sql,0.07892099999999999,cm,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,1.180531,0.258553,0.993024,0.07892099999999999
q12-010.sql,7.447998,cm_jn,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,10.248229,9.981828,7.447998,7.7504159999999995
q13-001.sql,0.251945,cm,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,0.9303430000000001,0.25702,0.891423,0.251945
q13-002.sql,0.263992,cm,success,tee_cost_model.io_overhead_pct,0.06,0.06,0.06,0.1,0.12,7.641734,0.268694,7.545088,0.263992
