query_name,fastest_total_time_s,fastest_source,status,sweep_param,sweep_value,tee_io_overhead_pct,tee_cpu_overhead_pct,tee_gather_overhead_pct,tee_memoize_overhead_pct,total_time_all_three,total_time_cm_ce,total_time_cm_jn,total_time_cm
q1-001.sql,0.011798,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.017168,0.011798,0.018366999999999998,0.0178
q1-002.sql,0.014480999999999999,cm_jn,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.014989,0.018275,0.014480999999999999,0.018184000000000002
q1-003.sql,0.014782,cm_jn,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.015415,0.016657,0.014782,0.018137
q1-004.sql,0.021067000000000002,all_three,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.021067000000000002,0.024093,0.022475000000000002,0.021335000000000003
q1-005.sql,0.015836,all_three,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.015836,0.020329,0.021755999999999998,0.021645
q1-006.sql,0.015963,all_three,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.015963,0.020912,0.016457,0.019809
q1-007.sql,0.017438,cm,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.017664,0.018525,0.017996,0.017438
q1-008.sql,0.013682000000000001,cm_jn,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.018004,0.018602,0.013682000000000001,0.016606000000000003
q1-009.sql,0.015083,cm_jn,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.016928000000000002,0.015143,0.015083,0.015621000000000001
q1-010.sql,0.033257,cm_jn,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.042362000000000004,0.042952000000000004,0.033257,0.045515
q10-001.sql,0.202561,cm_jn,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.212247,0.31370299999999995,0.202561,0.31767
q10-002.sql,0.21004499999999998,cm_jn,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.218903,0.316261,0.21004499999999998,0.31205499999999997
q10-003.sql,0.17484,all_three,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.17484,0.296912,0.18782500000000002,0.293261
q10-004.sql,0.177719,cm_jn,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.183785,0.291409,0.177719,0.291129
q10-005.sql,0.180671,cm_jn,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.18502500000000002,0.29239899999999996,0.180671,0.289991
q10-006.sql,0.181863,all_three,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.181863,0.287787,0.19443800000000003,0.29118099999999997
q10-007.sql,0.24743800000000002,cm_jn,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.24949300000000002,0.348447,0.24743800000000002,0.338957
q10-008.sql,0.26124200000000003,all_three,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.26124200000000003,0.357475,0.267913,0.344683
q10-009.sql,0.189218,cm_jn,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.191028,0.289956,0.189218,0.29030999999999996
q10-010.sql,0.34800499999999995,all_three,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.34800499999999995,0.46052600000000005,0.357585,0.42324000000000006
q11-001.sql,1.500216,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,1.5779139999999998,1.500216,1.518581,1.5011139999999998
q11-002.sql,0.050424,cm,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.064403,0.05151100000000001,0.053878,0.050424
q11-003.sql,0.070278,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.071497,0.070278,0.077265,0.088066
q11-004.sql,1.22049,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,1.3301420000000002,1.22049,1.387178,1.354082
q11-005.sql,0.048531,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.048776,0.048531,0.05341,0.07828399999999999
q11-006.sql,0.46370900000000004,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.495542,0.46370900000000004,0.558133,0.532492
q11-007.sql,0.16865599999999997,all_three,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.16865599999999997,0.207303,0.17927700000000002,0.21311700000000003
q11-008.sql,0.129222,cm_jn,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.16153099999999998,0.151712,0.129222,0.162229
q11-009.sql,0.07968299999999999,all_three,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.07968299999999999,0.087924,0.08259100000000001,0.09115
q11-010.sql,0.224449,cm,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.270164,0.258133,0.236262,0.224449
q12-001.sql,0.11363500000000001,cm,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,1.1300729999999999,0.823126,1.1249970000000002,0.11363500000000001
q12-002.sql,0.09562,cm,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.5147440000000001,0.423687,0.104727,0.09562
q12-003.sql,0.11572999999999999,cm,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.685716,0.6424219999999999,0.125196,0.11572999999999999
q12-004.sql,0.717932,cm,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,1.733318,2.199101,0.7717649999999999,0.717932
q12-005.sql,0.044791,cm_jn,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.097905,0.115048,0.044791,0.051369
q12-006.sql,0.940217,cm,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,3.5492890000000004,3.419769,1.0799139999999998,0.940217
q12-007.sql,0.276682,cm,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.395854,0.345511,0.318641,0.276682
q12-008.sql,0.443847,cm,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,1.0413649999999999,0.858247,0.500819,0.443847
q12-009.sql,0.077345,cm,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,1.225421,0.26657800000000004,0.9670300000000001,0.077345
q12-010.sql,7.311621,cm_jn,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,10.506841999999999,9.739735999999999,7.311621,7.722719
q13-001.sql,0.24967299999999998,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.993617,0.24967299999999998,0.873231,0.25394
q13-002.sql,0.24840799999999996,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,7.55254,0.24840799999999996,7.536039,0.260807
q13-003.sql,0.40625100000000003,cm,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,9.751674999999999,0.40679300000000007,9.515616000000001,0.40625100000000003
q13-004.sql,0.881769,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,42.772605,0.881769,59.647792,0.88341
q13-005.sql,0.898439,cm,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,60.0,0.915141,60.0,0.898439
q13-006.sql,0.354155,cm,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,33.465630000000004,0.3694,33.572604999999996,0.354155
q13-007.sql,0.202745,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,2.492022,0.202745,1.9077040000000003,0.213803
q13-008.sql,0.19249699999999997,cm,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,16.791494999999998,0.197031,16.903668999999997,0.19249699999999997
q13-009.sql,0.259315,cm,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,60.0,0.267028,22.646136,0.259315
q13-010.sql,0.24978399999999998,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.499362,0.24978399999999998,0.515979,0.250201
q14-001.sql,11.072015,cm,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,60.0,11.609477,60.0,11.072015
q14-002.sql,0.313277,cm,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.735659,0.35059,0.7316149999999999,0.313277
q14-003.sql,1.240512,cm,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,60.0,1.273482,60.0,1.240512
q14-004.sql,0.573124,cm,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,4.281439,0.591102,3.993542,0.573124
q14-005.sql,0.07001299999999999,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.700157,0.07001299999999999,0.6664009999999999,0.07603499999999999
q14-006.sql,0.21751199999999998,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,60.0,0.21751199999999998,60.0,0.22380699999999998
q14-007.sql,2.727045,cm,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,60.0,2.7582880000000003,60.0,2.727045
q14-008.sql,0.089395,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.179907,0.089395,0.18567999999999998,0.09139
q14-009.sql,0.16973,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,6.978516,0.16973,6.947449000000001,0.178159
q14-010.sql,4.153538,cm,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,60.0,4.209003,60.0,4.153538
q15-001.sql,0.194021,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.8344509999999999,0.194021,0.9948990000000001,0.438509
q15-002.sql,0.6282,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.63956,0.6282,0.628368,0.644129
q15-003.sql,0.524115,cm_jn,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,3.0344770000000003,3.068339,0.524115,3.107789
q15-004.sql,0.117157,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.34747399999999995,0.117157,0.29766999999999993,0.147237
q15-005.sql,0.096556,all_three,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.096556,0.106792,0.173547,0.188494
q15-006.sql,0.15098299999999998,cm_jn,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.17995300000000003,0.17128500000000002,0.15098299999999998,0.158754
q15-007.sql,0.277028,all_three,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.277028,0.287534,0.342625,0.323652
q15-008.sql,0.19122900000000004,all_three,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.19122900000000004,0.20172299999999999,0.376318,0.381296
q15-009.sql,0.18792399999999998,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,1.185766,0.18792399999999998,0.877587,1.1985240000000001
q15-010.sql,0.059212,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.152762,0.059212,0.124692,0.11096400000000001
q16-001.sql,0.315262,cm,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.335522,0.321934,0.337902,0.315262
q16-002.sql,0.283373,all_three,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.283373,0.3023,0.310354,0.310633
q16-003.sql,0.14246,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.14540899999999998,0.14246,0.591118,0.57705
q16-004.sql,1.127384,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,1.2544620000000002,1.127384,3.641176,3.6348780000000005
q16-005.sql,0.22835400000000003,cm_jn,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.276306,0.23013,0.22835400000000003,0.493763
q16-006.sql,0.074639,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.07482,0.074639,0.29771499999999995,0.227835
q16-007.sql,0.149371,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.08,0.08,0.08,0.1,0.12,0.168884,0.149371,0.332409,0.41063299999999997
