query_name,fastest_total_time_s,fastest_source,status,sweep_param,sweep_value,tee_io_overhead_pct,tee_cpu_overhead_pct,tee_gather_overhead_pct,tee_memoize_overhead_pct,total_time_all_three,total_time_cm_ce,total_time_cm_jn,total_time_cm
q1-001.sql,0.012657,cm_ce,success,tee_cost_model.gather_overhead_pct,0.1,0.08,0.06,0.1,0.12,0.015149999999999999,0.012657,0.014493,0.015608
q1-002.sql,0.013415000000000002,cm_ce,success,tee_cost_model.io_overhead_pct,0.08,0.08,0.06,0.1,0.12,0.015155000000000002,0.013415000000000002,0.015476,0.015976999999999998
q1-003.sql,0.012572000000000002,all_three,success,tee_cost_model.io_overhead_pct,0.08,0.08,0.06,0.1,0.12,0.012572000000000002,0.013218999999999998,0.013901000000000002,0.016137
q1-004.sql,0.017051,all_three,success,tee_cost_model.io_overhead_pct,0.08,0.08,0.06,0.1,0.12,0.017051,0.017541,0.020120000000000002,0.019407999999999998
q1-005.sql,0.015927,cm_ce,success,tee_cost_model.io_overhead_pct,0.08,0.08,0.06,0.1,0.12,0.018244,0.015927,0.016633,0.019126999999999998
q1-006.sql,0.013589,cm_ce,success,tee_cost_model.io_overhead_pct,0.08,0.08,0.06,0.1,0.12,0.015839,0.013589,0.016866,0.016393
q1-007.sql,0.01334,cm_ce,success,tee_cost_model.io_overhead_pct,0.08,0.08,0.06,0.1,0.12,0.015652,0.01334,0.017215,0.016016
q1-008.sql,0.013261000000000002,cm_ce,success,tee_cost_model.gather_overhead_pct,0.1,0.08,0.06,0.1,0.12,0.013569999999999999,0.013261000000000002,0.017277999999999998,0.014688000000000001
q1-009.sql,0.012583,cm,success,tee_cost_model.memoize_overhead_pct,0.12,0.08,0.06,0.1,0.12,0.014364,0.016272000000000002,0.016710000000000003,0.012583
q1-010.sql,0.025047,cm_ce,success,tee_cost_model.memoize_overhead_pct,0.12,0.08,0.06,0.1,0.12,0.026376,0.025047,0.027599000000000002,0.028432000000000002
q10-001.sql,0.208562,all_three,success,tee_cost_model.io_overhead_pct,0.08,0.08,0.06,0.1,0.12,0.208562,0.309681,0.208727,0.304982
q10-002.sql,0.200401,all_three,success,tee_cost_model.io_overhead_pct,0.08,0.08,0.06,0.1,0.12,0.200401,0.302411,0.203391,0.310757
q10-003.sql,0.178888,all_three,success,tee_cost_model.io_overhead_pct,0.08,0.08,0.06,0.1,0.12,0.178888,0.276676,0.179628,0.285571
q10-004.sql,0.178561,all_three,success,tee_cost_model.io_overhead_pct,0.08,0.08,0.06,0.1,0.12,0.178561,0.287253,0.185343,0.28632
