query_name,fastest_total_time_s,fastest_source,status,sweep_param,sweep_value,tee_io_overhead_pct,tee_cpu_overhead_pct,tee_gather_overhead_pct,tee_memoize_overhead_pct,total_time_all_three,total_time_cm_ce,total_time_cm_jn,total_time_cm
q1-001.sql,0.016189000000000002,cm,success,tee_cost_model.cpu_overhead_pct,0.1,0.08,0.1,0.1,0.12,0.01691,0.016398,0.019511,0.016189000000000002
q1-002.sql,0.015616999999999999,cm_jn,success,tee_cost_model.cpu_overhead_pct,0.1,0.08,0.1,0.1,0.12,0.017724999999999998,0.018703,0.015616999999999999,0.01812
q1-003.sql,0.012633,cm_jn,success,tee_cost_model.cpu_overhead_pct,0.1,0.08,0.1,0.1,0.12,0.012838,0.016878,0.012633,0.017062
q1-004.sql,0.020238,all_three,success,tee_cost_model.cpu_overhead_pct,0.1,0.08,0.1,0.1,0.12,0.020238,0.028339,0.024246999999999998,0.027621
q1-005.sql,0.016377999999999997,cm_jn,success,tee_cost_model.cpu_overhead_pct,0.1,0.08,0.1,0.1,0.12,0.018903000000000003,0.022515,0.016377999999999997,0.018987999999999998
q1-006.sql,0.017897999999999997,all_three,success,tee_cost_model.cpu_overhead_pct,0.1,0.08,0.1,0.1,0.12,0.017897999999999997,0.019502,0.018456,0.019586999999999997
q1-007.sql,0.015766,all_three,success,tee_cost_model.cpu_overhead_pct,0.1,0.08,0.1,0.1,0.12,0.015766,0.016725999999999998,0.016649,0.017094
q1-008.sql,0.01727,cm_jn,success,tee_cost_model.cpu_overhead_pct,0.1,0.08,0.1,0.1,0.12,0.017394,0.019582000000000002,0.01727,0.017634
q1-009.sql,0.014395,cm,success,tee_cost_model.cpu_overhead_pct,0.1,0.08,0.1,0.1,0.12,0.017627999999999998,0.017951,0.018728,0.014395
q1-010.sql,0.027077999999999998,cm,success,tee_cost_model.cpu_overhead_pct,0.1,0.08,0.1,0.1,0.12,0.039328,0.028323,0.039496,0.027077999999999998
q10-001.sql,0.203043,all_three,success,tee_cost_model.cpu_overhead_pct,0.1,0.08,0.1,0.1,0.12,0.203043,0.308632,0.217838,0.31435
q10-002.sql,0.207269,all_three,success,tee_cost_model.cpu_overhead_pct,0.1,0.08,0.1,0.1,0.12,0.207269,0.30818199999999996,0.217437,0.327176
q10-003.sql,0.188006,all_three,success,tee_cost_model.cpu_overhead_pct,0.1,0.08,0.1,0.1,0.12,0.188006,0.287466,0.203743,0.29685399999999995
q10-004.sql,0.18079,cm_jn,success,tee_cost_model.cpu_overhead_pct,0.1,0.08,0.1,0.1,0.12,0.183377,0.28498199999999996,0.18079,0.29280700000000004
q10-005.sql,0.18193900000000002,cm_jn,success,tee_cost_model.cpu_overhead_pct,0.1,0.08,0.1,0.1,0.12,0.191111,0.284379,0.18193900000000002,0.308031
q10-006.sql,0.180976,all_three,success,tee_cost_model.cpu_overhead_pct,0.1,0.08,0.1,0.1,0.12,0.180976,0.295352,0.186309,0.297163
q10-007.sql,0.242293,all_three,success,tee_cost_model.cpu_overhead_pct,0.1,0.08,0.1,0.1,0.12,0.242293,0.359876,0.250002,0.34025800000000006
q10-008.sql,0.253995,cm_jn,success,tee_cost_model.cpu_overhead_pct,0.1,0.08,0.1,0.1,0.12,0.257532,0.364085,0.253995,0.346624
q10-009.sql,0.179369,cm_jn,success,tee_cost_model.cpu_overhead_pct,0.1,0.08,0.1,0.1,0.12,0.18886599999999998,0.29359999999999997,0.179369,0.285864
q10-010.sql,0.35313900000000004,all_three,success,tee_cost_model.cpu_overhead_pct,0.1,0.08,0.1,0.1,0.12,0.35313900000000004,0.467263,0.354336,0.425868
q11-001.sql,1.452012,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.1,0.08,0.1,0.1,0.12,1.527475,1.452012,1.581433,1.504231
q11-002.sql,0.040639999999999996,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.1,0.08,0.1,0.1,0.12,0.059398,0.040639999999999996,0.05635,0.046365
q11-003.sql,0.060793999999999994,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.1,0.08,0.1,0.1,0.12,0.087022,0.060793999999999994,0.07159,0.074748
q11-004.sql,1.191895,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.1,0.08,0.1,0.1,0.12,1.3534370000000002,1.191895,1.4103780000000001,1.358168
q11-005.sql,0.044378999999999995,cm_ce,success,tee_cost_model.cpu_overhead_pct,0.1,0.08,0.1,0.1,0.12,0.052597,0.044378999999999995,0.052947,0.055341
q11-006.sql,0.465288,cm,success,tee_cost_model.cpu_overhead_pct,0.1,0.08,0.1,0.1,0.12,0.5626129999999999,0.517371,0.557104,0.465288
q11-007.sql,0.198345,cm_jn,success,tee_cost_model.cpu_overhead_pct,0.1,0.08,0.1,0.1,0.12,0.20148500000000003,0.206749,0.198345,0.20392300000000002
