query_name,fastest_total_time_s,fastest_source,status,sweep_param,sweep_value,tee_io_overhead_pct,tee_cpu_overhead_pct,tee_gather_overhead_pct,tee_memoize_overhead_pct,total_time_all_three,total_time_cm_ce,total_time_cm_jn,total_time_cm
q1-001.sql,0.013359,cm_ce,success,tee_cost_model.gather_overhead_pct,0.08,0.08,0.06,0.08,0.12,0.01618,0.013359,0.016516,0.017304
q1-002.sql,0.015181,cm_ce,success,tee_cost_model.gather_overhead_pct,0.08,0.08,0.06,0.08,0.12,0.015891,0.015181,0.019063,0.018226
q1-003.sql,0.014325000000000001,all_three,success,tee_cost_model.gather_overhead_pct,0.08,0.08,0.06,0.08,0.12,0.014325000000000001,0.015096,0.016862000000000002,0.015985
q1-004.sql,0.019171,all_three,success,tee_cost_model.gather_overhead_pct,0.08,0.08,0.06,0.08,0.12,0.019171,0.02051,0.022217,0.026373999999999998
q1-005.sql,0.014589000000000001,all_three,success,tee_cost_model.gather_overhead_pct,0.08,0.08,0.06,0.08,0.12,0.014589000000000001,0.015498,0.020762,0.019922
q1-006.sql,0.015222999999999999,all_three,success,tee_cost_model.gather_overhead_pct,0.08,0.08,0.06,0.08,0.12,0.015222999999999999,0.017514000000000002,0.018869999999999998,0.018041
q1-007.sql,0.012036999999999999,all_three,success,tee_cost_model.gather_overhead_pct,0.08,0.08,0.06,0.08,0.12,0.012036999999999999,0.017167,0.017239,0.018879
q1-008.sql,0.015802,all_three,success,tee_cost_model.gather_overhead_pct,0.08,0.08,0.06,0.08,0.12,0.015802,0.016123000000000002,0.018309,0.020425
q1-009.sql,0.013715,all_three,success,tee_cost_model.gather_overhead_pct,0.08,0.08,0.06,0.08,0.12,0.013715,0.020659,0.018011999999999997,0.017532000000000002
q1-010.sql,0.027062000000000003,cm,success,tee_cost_model.gather_overhead_pct,0.08,0.08,0.06,0.08,0.12,0.039478,0.027766,0.03356,0.027062000000000003
q10-001.sql,0.209875,all_three,success,tee_cost_model.gather_overhead_pct,0.08,0.08,0.06,0.08,0.12,0.209875,0.31410899999999997,0.21235199999999999,0.31218599999999996
q10-002.sql,0.207924,all_three,success,tee_cost_model.gather_overhead_pct,0.08,0.08,0.06,0.08,0.12,0.207924,0.315115,0.21690299999999998,0.309674
q10-003.sql,0.186849,all_three,success,tee_cost_model.gather_overhead_pct,0.08,0.08,0.06,0.08,0.12,0.186849,0.28862699999999997,0.18701099999999998,0.288405
q10-004.sql,0.185986,cm_jn,success,tee_cost_model.gather_overhead_pct,0.08,0.08,0.06,0.08,0.12,0.19749500000000003,0.291258,0.185986,0.290201
q10-005.sql,0.185891,all_three,success,tee_cost_model.gather_overhead_pct,0.08,0.08,0.06,0.08,0.12,0.185891,0.28356000000000003,0.187463,0.289913
q10-006.sql,0.18753599999999998,cm_jn,success,tee_cost_model.gather_overhead_pct,0.08,0.08,0.06,0.08,0.12,0.19014099999999998,0.285461,0.18753599999999998,0.29086999999999996
q10-007.sql,0.23918699999999998,all_three,success,tee_cost_model.gather_overhead_pct,0.08,0.08,0.06,0.08,0.12,0.23918699999999998,0.358835,0.24358799999999997,0.34397900000000003
q10-008.sql,0.257113,all_three,success,tee_cost_model.gather_overhead_pct,0.08,0.08,0.06,0.08,0.12,0.257113,0.360911,0.261613,0.343659
q10-009.sql,0.18466599999999997,all_three,success,tee_cost_model.gather_overhead_pct,0.08,0.08,0.06,0.08,0.12,0.18466599999999997,0.29724700000000004,0.18619600000000003,0.292414
q10-010.sql,0.35965,cm_jn,success,tee_cost_model.gather_overhead_pct,0.08,0.08,0.06,0.08,0.12,0.365987,0.4539770000000001,0.35965,0.429565
q11-001.sql,1.425877,cm_ce,success,tee_cost_model.gather_overhead_pct,0.08,0.08,0.06,0.08,0.12,1.542168,1.425877,1.51044,1.51818
