workload,query,best_combo,best_time,baseline_time,speedup_vs_baseline
summaries_tpcds_no_geqo,set1_39_1.sql_round1,baseline,60.0,60.0,1.0
summaries_tpcds_no_geqo,set1_4.sql_round1,baseline,60.0,60.0,1.0
summaries_tpcds_no_geqo,set1_41.sql_round1,baseline,60.0,60.0,1.0
summaries_tpcds_no_geqo,set1_45.sql_round1,baseline,60.0,60.0,1.0
summaries_tpcds_no_geqo,set1_51.sql_round1,baseline,60.0,60.0,1.0
summaries_tpcds_no_geqo,set1_6.sql_round1,baseline,60.0,60.0,1.0
summaries_tpcds_no_geqo,set1_67.sql_round1,baseline,60.0,60.0,1.0
summaries_tpcds_no_geqo,set1_69.sql_round1,baseline,60.0,60.0,1.0
summaries_tpcds_no_geqo,set1_74.sql_round1,baseline,60.0,60.0,1.0
summaries_tpcds_no_geqo,set1_81.sql_round1,baseline,60.0,60.0,1.0
summaries_tpcds_no_geqo,set1_88.sql_round1,baseline,60.0,60.0,1.0
summaries_tpcds_no_geqo,set1_92.sql_round1,baseline,60.0,60.0,1.0
summaries_tpcds_no_geqo,set1_95.sql_round1,baseline,60.0,60.0,1.0
