workload,query,best_combo,best_time,baseline_time,speedup_vs_baseline
summaries_job_no_geqo,33c.sql_round1,ce_cm,0.475574,0.4776,1.004260115145067
summaries_job_no_geqo,3a.sql_round1,all_three,0.185898,0.193589,1.041372150318992
summaries_job_no_geqo,3b.sql_round1,baseline,0.126077,0.126077,1.0
summaries_job_no_geqo,3c.sql_round1,cm_jn,0.298336,0.320399,1.0739535289070041
summaries_job_no_geqo,4a.sql_round1,jn,0.144536,0.147223,1.0185905241600708
summaries_job_no_geqo,4b.sql_round1,baseline,0.052296,0.052296,1.0
summaries_job_no_geqo,4c.sql_round1,cm_jn,0.161522,0.171788,1.063557905424648
summaries_job_no_geqo,5a.sql_round1,ce_cm,0.104699,0.107617,1.02787037125474
summaries_job_no_geqo,5b.sql_round1,baseline,0.094887,0.094887,1.0
summaries_job_no_geqo,5c.sql_round1,cm,0.224032,0.226486,1.0109537923153835
summaries_job_no_geqo,6a.sql_round1,baseline,0.026949,0.026949,1.0
summaries_job_no_geqo,6b.sql_round1,baseline,0.326454,0.326454,1.0
summaries_job_no_geqo,6c.sql_round1,baseline,0.009015,0.009015,1.0
summaries_job_no_geqo,6d.sql_round1,cm_jn,7.300729,8.459219,1.1586814138697656
summaries_job_no_geqo,6e.sql_round1,baseline,0.02011,0.02011,1.0
summaries_job_no_geqo,6f.sql_round1,cm_jn,8.534462,9.081154,1.0640569962113604
summaries_job_no_geqo,7a.sql_round1,all_three,0.874554,1.179908,1.3491539687657936
summaries_job_no_geqo,7b.sql_round1,cm_jn,0.291667,0.334777,1.147805545365091
summaries_job_no_geqo,7c.sql_round1,cm,4.221457,6.628862,1.5702782238454638
summaries_job_no_geqo,8a.sql_round1,cm,1.532927,1.561072,1.0183603002621782
summaries_job_no_geqo,8b.sql_round1,baseline,0.149642,0.149642,1.0
summaries_job_no_geqo,8c.sql_round1,all_three,13.227024,13.551994,1.024568640685917
summaries_job_no_geqo,8d.sql_round1,cm_jn,4.051505,4.482471,1.1063718297274718
summaries_job_no_geqo,9a.sql_round1,baseline,0.21481,0.21481,1.0
summaries_job_no_geqo,9b.sql_round1,baseline,0.208285,0.208285,1.0
summaries_job_no_geqo,9c.sql_round1,all_three,0.663871,0.664289,1.000629640397005
summaries_job_no_geqo,9d.sql_round1,all_three,4.00911,4.343225,1.0833389455515066
