query_name,fastest_total_time_s,fastest_source,status,sweep_param,sweep_value,sev_io_inflation_alpha,sev_cache_size_scale,sev_spill_grace_ratio,sev_join_spill_beta,sev_join_fanout_beta,sev_join_fanout_threshold,sev_max_join_rows_factor,sev_join_rows_cap,sev_join_skip_rows,sev_small_table_threshold_pages,sev_max_pages_factor,sev_max_width_factor,sev_width_exponent,total_time_all_three,total_time_ce_jn,total_time_ce,total_time_cm_ce
10a.sql,0.44158100000000006,ce,success,tee_cardinality_estimation.sev_max_pages_factor,8.0,3.0,0.5,0.25,0.32,0.6,2.7,3.5,1.1,12000,2000,8.0,4.0,1.2,0.450402,0.46172,0.44158100000000006,0.45251800000000003
10b.sql,0.258259,ce,success,tee_cardinality_estimation.sev_max_pages_factor,8.0,3.0,0.5,0.25,0.32,0.6,2.7,3.5,1.1,12000,2000,8.0,4.0,1.2,0.276769,0.26340399999999997,0.258259,0.259776
10c.sql,1.682921,all_three,success,tee_cardinality_estimation.sev_max_pages_factor,8.0,3.0,0.5,0.25,0.32,0.6,2.7,3.5,1.1,12000,2000,8.0,4.0,1.2,1.682921,1.9518559999999998,1.849312,1.7667869999999999
11a.sql,0.055691,cm_ce,success,tee_cardinality_estimation.sev_max_pages_factor,8.0,3.0,0.5,0.25,0.32,0.6,2.7,3.5,1.1,12000,2000,8.0,4.0,1.2,0.181063,0.069127,0.07520800000000001,0.055691
11b.sql,0.030369,ce,success,tee_cardinality_estimation.sev_max_pages_factor,8.0,3.0,0.5,0.25,0.32,0.6,2.7,3.5,1.1,12000,2000,8.0,4.0,1.2,0.121932,0.036327,0.030369,0.036718
11c.sql,0.073716,all_three,success,tee_cardinality_estimation.sev_max_pages_factor,8.0,3.0,0.5,0.25,0.32,0.6,2.7,3.5,1.1,12000,2000,8.0,4.0,1.2,0.073716,0.191168,0.18707800000000002,0.5924360000000001
11d.sql,0.148874,cm_ce,success,tee_cardinality_estimation.sev_max_pages_factor,8.0,3.0,0.5,0.25,0.32,0.6,2.7,3.5,1.1,12000,2000,8.0,4.0,1.2,0.166627,0.166667,0.183987,0.148874
12a.sql,0.173481,ce,success,tee_cardinality_estimation.sev_max_pages_factor,8.0,3.0,0.5,0.25,0.32,0.6,2.7,3.5,1.1,12000,2000,8.0,4.0,1.2,0.173502,0.18727099999999997,0.173481,0.175204
12b.sql,0.081998,all_three,success,tee_cardinality_estimation.sev_max_pages_factor,8.0,3.0,0.5,0.25,0.32,0.6,2.7,3.5,1.1,12000,2000,8.0,4.0,1.2,0.081998,0.08836100000000001,0.08308700000000001,0.082013
12c.sql,0.56775,ce,success,tee_cardinality_estimation.sev_max_pages_factor,8.0,3.0,0.5,0.25,0.32,0.6,2.7,3.5,1.1,12000,2000,8.0,4.0,1.2,0.632153,0.583514,0.56775,0.622648
13a.sql,1.0756179999999997,ce_jn,success,tee_cardinality_estimation.sev_max_pages_factor,8.0,3.0,0.5,0.25,0.32,0.6,2.7,3.5,1.1,12000,2000,8.0,4.0,1.2,1.302705,1.0756179999999997,1.0847540000000002,1.287724
13b.sql,0.514624,ce,success,tee_cardinality_estimation.sev_max_pages_factor,8.0,3.0,0.5,0.25,0.32,0.6,2.7,3.5,1.1,12000,2000,8.0,4.0,1.2,0.610765,0.525401,0.514624,0.5831820000000001
13c.sql,0.50552,ce,success,tee_cardinality_estimation.sev_max_pages_factor,8.0,3.0,0.5,0.25,0.32,0.6,2.7,3.5,1.1,12000,2000,8.0,4.0,1.2,0.6042930000000001,0.525904,0.50552,0.5792430000000001
13d.sql,1.5219729999999998,ce_jn,success,tee_cardinality_estimation.sev_max_pages_factor,8.0,3.0,0.5,0.25,0.32,0.6,2.7,3.5,1.1,12000,2000,8.0,4.0,1.2,1.8646589999999998,1.5219729999999998,1.617854,1.9695559999999999
14a.sql,0.34923699999999996,cm_ce,success,tee_cardinality_estimation.sev_max_pages_factor,8.0,3.0,0.5,0.25,0.32,0.6,2.7,3.5,1.1,12000,2000,8.0,4.0,1.2,1.1527880000000001,0.360309,0.35679799999999995,0.34923699999999996
14b.sql,0.14566699999999996,ce,success,tee_cardinality_estimation.sev_max_pages_factor,8.0,3.0,0.5,0.25,0.32,0.6,2.7,3.5,1.1,12000,2000,8.0,4.0,1.2,0.183172,0.152538,0.14566699999999996,0.553481
14c.sql,0.6163430000000001,all_three,success,tee_cardinality_estimation.sev_max_pages_factor,8.0,3.0,0.5,0.25,0.32,0.6,2.7,3.5,1.1,12000,2000,8.0,4.0,1.2,0.6163430000000001,0.669097,0.621332,0.6501469999999999
15a.sql,0.273742,cm_ce,success,tee_cardinality_estimation.sev_max_pages_factor,8.0,3.0,0.5,0.25,0.32,0.6,2.7,3.5,1.1,12000,2000,8.0,4.0,1.2,0.292761,0.28488,0.286063,0.273742
15b.sql,0.041545,cm_ce,success,tee_cardinality_estimation.sev_max_pages_factor,8.0,3.0,0.5,0.25,0.32,0.6,2.7,3.5,1.1,12000,2000,8.0,4.0,1.2,0.047604,0.053211,0.04299,0.041545
15c.sql,0.5058349999999999,ce,success,tee_cardinality_estimation.sev_max_pages_factor,8.0,3.0,0.5,0.25,0.32,0.6,2.7,3.5,1.1,12000,2000,8.0,4.0,1.2,0.783349,0.51661,0.5058349999999999,0.6980949999999999
15d.sql,0.509046,ce_jn,success,tee_cardinality_estimation.sev_max_pages_factor,8.0,3.0,0.5,0.25,0.32,0.6,2.7,3.5,1.1,12000,2000,8.0,4.0,1.2,0.736996,0.509046,0.584525,0.687769
16a.sql,0.219231,ce_jn,success,tee_cardinality_estimation.sev_max_pages_factor,8.0,3.0,0.5,0.25,0.32,0.6,2.7,3.5,1.1,12000,2000,8.0,4.0,1.2,0.25211300000000003,0.219231,0.220454,0.416282
16b.sql,11.283173,cm_ce,success,tee_cardinality_estimation.sev_max_pages_factor,8.0,3.0,0.5,0.25,0.32,0.6,2.7,3.5,1.1,12000,2000,8.0,4.0,1.2,11.681076000000001,19.070444000000002,19.445624,11.283173
