query_name,fastest_total_time_s,fastest_source,status,sweep_param,sweep_value,sev_io_inflation_alpha,sev_cache_size_scale,sev_spill_grace_ratio,sev_join_spill_beta,sev_join_fanout_beta,sev_join_fanout_threshold,sev_max_join_rows_factor,sev_join_rows_cap,sev_join_skip_rows,sev_small_table_threshold_pages,sev_max_pages_factor,sev_max_width_factor,sev_width_exponent,total_time_all_three,total_time_ce_jn,total_time_ce,total_time_cm_ce
10a.sql,0.434451,ce,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,0.45615900000000004,0.45487700000000003,0.434451,0.43867300000000004
10b.sql,0.248799,ce_jn,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,0.263951,0.248799,0.25963699999999995,0.255851
10c.sql,1.677712,all_three,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,1.677712,1.9571129999999999,1.829517,1.754623
11a.sql,0.057317,cm_ce,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,0.174295,0.07075300000000001,0.073397,0.057317
11b.sql,0.030087000000000003,ce,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,0.119133,0.034621,0.030087000000000003,0.035338
11c.sql,0.071273,all_three,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,0.071273,0.187354,0.198927,0.585914
11d.sql,0.14865100000000003,all_three,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,0.14865100000000003,0.17743399999999998,0.155443,0.155649
12a.sql,0.170068,all_three,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,0.170068,0.18515800000000002,0.181143,0.186408
12b.sql,0.084371,cm_ce,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,0.084555,0.08851099999999999,0.085946,0.084371
12c.sql,0.574402,ce,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,0.5916039999999999,0.589797,0.574402,0.589991
13a.sql,1.0812490000000001,ce_jn,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,1.261501,1.0812490000000001,1.1200459999999999,1.2723470000000001
13b.sql,0.5275179999999999,ce,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,0.630996,0.5360900000000001,0.5275179999999999,0.589647
13c.sql,0.496449,ce,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,0.6098160000000001,0.534021,0.496449,0.57609
13d.sql,1.525833,ce_jn,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,1.8524180000000001,1.525833,1.68177,1.973698
14a.sql,0.35003599999999996,cm_ce,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,1.22365,0.361464,0.384336,0.35003599999999996
14b.sql,0.14884899999999998,ce_jn,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,0.187436,0.14884899999999998,0.157003,0.5449039999999999
14c.sql,0.628738,cm_ce,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,0.649494,0.676844,0.653945,0.628738
15a.sql,0.273549,cm_ce,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,0.286559,0.29131500000000005,0.279708,0.273549
15b.sql,0.043300000000000005,ce,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,0.051904,0.045364,0.043300000000000005,0.046385
15c.sql,0.501423,ce,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,0.738537,0.52525,0.501423,0.71739
15d.sql,0.497554,ce_jn,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,0.748042,0.497554,0.574752,0.716221
16a.sql,0.229734,ce,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,0.252089,0.235085,0.229734,0.435286
16b.sql,11.582421,all_three,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,11.582421,18.998327,19.434889,11.680479
16c.sql,1.088522,cm_ce,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,1.095517,1.557618,1.588524,1.088522
16d.sql,0.8869099999999999,all_three,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,0.8869099999999999,1.259161,1.270637,0.9055669999999999
17a.sql,8.622861,all_three,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,8.622861,10.00128,10.788932,8.829424
17b.sql,7.9813089999999995,all_three,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,7.9813089999999995,8.681691,8.961965,8.242037999999999
17c.sql,8.038905999999999,all_three,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,8.038905999999999,8.924585,8.751722000000001,8.102401
17d.sql,8.221606000000001,cm_ce,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,8.271528,9.154643,8.813959,8.221606000000001
17e.sql,7.585643,cm_ce,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,7.815817,11.46929,11.620015,7.585643
17f.sql,9.022141999999999,cm_ce,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,9.461161,11.258028999999999,11.129306,9.022141999999999
18a.sql,4.369885,ce_jn,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,4.452826,4.369885,4.475688,4.597446
18b.sql,0.15898299999999999,ce,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,0.364576,0.18331200000000003,0.15898299999999999,0.185287
18c.sql,5.644393999999999,ce,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,5.697134,5.851291,5.644393999999999,5.665157
19a.sql,0.224491,ce,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,3.47155,0.254429,0.224491,0.23286199999999999
19b.sql,0.118461,ce,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,0.455375,0.13141,0.118461,0.11931199999999999
19c.sql,1.1665750000000001,all_three,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,1.1665750000000001,1.200966,1.457811,1.196031
19d.sql,2.710329,cm_ce,success,tee_cardinality_estimation.sev_spill_grace_ratio,0.3,3.0,0.5,0.3,0.32,0.6,2.7,3.5,1.1,12000,2000,10.0,4.0,1.2,2.885043,5.254957,4.948422,2.710329
