query_name,planning_time_s,execution_time_s,total_time_s,sweep_run,sweep_param,sweep_value,status,tee_io_overhead_pct,tee_cpu_overhead_pct,tee_gather_overhead_pct,tee_memoize_overhead_pct
q1-001.sql,0.0010840000000000001,0.015424,0.016508000000000002,1,tee_cost_model.cpu_overhead_pct,0.04,success,0.08,0.04,0.1,0.12
q1-002.sql,0.001221,0.015708,0.016929,1,tee_cost_model.cpu_overhead_pct,0.04,success,0.08,0.04,0.1,0.12
q1-003.sql,0.0011140000000000002,0.013332,0.014446,1,tee_cost_model.cpu_overhead_pct,0.04,success,0.08,0.04,0.1,0.12
q1-004.sql,0.001085,0.017849,0.018934,1,tee_cost_model.cpu_overhead_pct,0.04,success,0.08,0.04,0.1,0.12
q1-005.sql,0.0011240000000000002,0.02404,0.025164,1,tee_cost_model.cpu_overhead_pct,0.04,success,0.08,0.04,0.1,0.12
q1-006.sql,0.00117,0.016735,0.017905,1,tee_cost_model.cpu_overhead_pct,0.04,success,0.08,0.04,0.1,0.12
q1-007.sql,0.001111,0.015076,0.016187,1,tee_cost_model.cpu_overhead_pct,0.04,success,0.08,0.04,0.1,0.12
q1-008.sql,0.001113,0.014624,0.015737,1,tee_cost_model.cpu_overhead_pct,0.04,success,0.08,0.04,0.1,0.12
q1-009.sql,0.001108,0.015385,0.016493,1,tee_cost_model.cpu_overhead_pct,0.04,success,0.08,0.04,0.1,0.12
q1-010.sql,0.0011819999999999999,0.025441,0.026622999999999997,1,tee_cost_model.cpu_overhead_pct,0.04,success,0.08,0.04,0.1,0.12
q10-001.sql,0.16296000000000002,0.15320699999999998,0.316167,1,tee_cost_model.cpu_overhead_pct,0.04,success,0.08,0.04,0.1,0.12
q10-002.sql,0.151059,0.149957,0.301016,1,tee_cost_model.cpu_overhead_pct,0.04,success,0.08,0.04,0.1,0.12
q10-003.sql,0.163418,0.125438,0.288856,1,tee_cost_model.cpu_overhead_pct,0.04,success,0.08,0.04,0.1,0.12
q10-004.sql,0.15422300000000003,0.12367199999999999,0.277895,1,tee_cost_model.cpu_overhead_pct,0.04,success,0.08,0.04,0.1,0.12
q10-005.sql,0.151477,0.13347499999999998,0.284952,1,tee_cost_model.cpu_overhead_pct,0.04,success,0.08,0.04,0.1,0.12
q10-006.sql,0.16165100000000002,0.127932,0.28958300000000003,1,tee_cost_model.cpu_overhead_pct,0.04,success,0.08,0.04,0.1,0.12
q10-007.sql,0.15545799999999999,0.17702,0.332478,1,tee_cost_model.cpu_overhead_pct,0.04,success,0.08,0.04,0.1,0.12
q10-008.sql,0.155704,0.208161,0.363865,1,tee_cost_model.cpu_overhead_pct,0.04,success,0.08,0.04,0.1,0.12
q10-009.sql,0.174941,0.13630799999999998,0.311249,1,tee_cost_model.cpu_overhead_pct,0.04,success,0.08,0.04,0.1,0.12
q10-010.sql,0.162418,0.299981,0.462399,1,tee_cost_model.cpu_overhead_pct,0.04,success,0.08,0.04,0.1,0.12
q11-001.sql,0.002382,1.46103,1.4634120000000002,1,tee_cost_model.cpu_overhead_pct,0.04,success,0.08,0.04,0.1,0.12
q11-002.sql,0.00225,0.04554,0.04779,1,tee_cost_model.cpu_overhead_pct,0.04,success,0.08,0.04,0.1,0.12
q11-003.sql,0.002025,0.068911,0.070936,1,tee_cost_model.cpu_overhead_pct,0.04,success,0.08,0.04,0.1,0.12
q11-004.sql,0.002052,1.288098,1.29015,1,tee_cost_model.cpu_overhead_pct,0.04,success,0.08,0.04,0.1,0.12
