query_name,fastest_total_time_s,fastest_planning_time_s,fastest_execution_time_s,fastest_source,status,total_time_all_three,total_time_ce_jn,total_time_cm_jn,total_time_jn
10a.sql,0.427413,0.004297,0.423116,ce_jn,success,0.440573,0.427413,0.446704,0.43083399999999994
10b.sql,0.24995699999999998,0.004732999999999999,0.245224,cm_jn,success,0.252796,0.25217,0.24995699999999998,0.252511
10c.sql,1.6505010000000002,0.009783,1.6407180000000001,all_three,success,1.6505010000000002,1.94786,1.951672,1.9480060000000001
11a.sql,0.064905,0.006957,0.057948,jn,success,0.169937,0.06587,0.171055,0.064905
11b.sql,0.026081,0.006754,0.019327,ce_jn,success,0.113287,0.026081,0.114861,0.027409
11c.sql,0.065397,0.008125,0.057271999999999997,all_three,success,0.065397,0.183591,0.06614,0.070279
11d.sql,0.139051,0.010198,0.128853,all_three,success,0.139051,0.165659,0.151693,0.160828
12a.sql,0.167105,0.006993,0.160112,cm_jn,success,0.168854,0.177781,0.167105,0.169907
12b.sql,0.07986199999999999,0.007586000000000001,0.07227599999999999,ce_jn,success,0.08223,0.07986199999999999,0.086835,0.082849
12c.sql,0.561654,0.00787,0.5537839999999999,ce_jn,success,0.5985959999999999,0.561654,0.571761,0.564291
13a.sql,0.993323,0.015047000000000001,0.9782759999999999,ce_jn,success,1.2558880000000001,0.993323,1.236895,1.039522
13b.sql,0.498411,0.019613,0.478798,ce_jn,success,0.605547,0.498411,0.614036,0.523578
13c.sql,0.5085390000000001,0.012393000000000001,0.49614600000000003,ce_jn,success,0.587092,0.5085390000000001,0.59293,0.511321
13d.sql,1.497414,0.020464,1.47695,ce_jn,success,1.813507,1.497414,1.8427339999999999,1.5178230000000001
14a.sql,0.37853299999999995,0.010443,0.36809,ce_jn,success,1.1762409999999999,0.37853299999999995,1.188248,0.380473
14b.sql,0.14548799999999998,0.0062039999999999994,0.139284,ce_jn,success,0.173008,0.14548799999999998,0.175031,0.145743
14c.sql,0.61031,0.007963,0.602347,all_three,success,0.61031,0.7059250000000001,0.6264350000000001,0.684816
